variant,split,start_ts,end_ts,nobs_5m,years,cum_log_return,gross_cum_log_return,cost_cum_log_return,total_return_pct,cagr,annual_log_return,annual_vol,sharpe_0rf,max_drawdown,calmar,avg_scale,p10_scale,p50_scale,p90_scale,risk_off_fraction,annual_turnover
BASE_MINVAR,2021_2022,2021-01-03 23:00:00+00:00,2022-12-30 21:55:00+00:00,141840,1.9875560879154308,-0.009568883350182654,-0.008491615455538275,0.0010772678946444345,-0.9523247264024436,-0.0048028260078347915,-0.004814396639351495,0.14442601864872798,-0.03333469055226842,-0.2423658640621087,-0.019816429291395668,1.0,1.0,1.0,1.0,0.0,3.9296632399308433
VOL_TARGET_16,2021_2022,2021-01-03 23:00:00+00:00,2022-12-30 21:55:00+00:00,141840,1.9875560879154308,-0.0038575568849030656,-0.0024800287164788992,0.0013775281684242253,-0.3850126070343656,-0.0019389721130250097,-0.001940854352919877,0.14058702253678418,-0.01380535925648513,-0.2366270546111725,-0.00819421141936261,0.9790715209273397,0.8979342510357519,1.0,1.0,0.226029328821207,5.859024261173996
VOL_TARGET_14,2021_2022,2021-01-03 23:00:00+00:00,2022-12-30 21:55:00+00:00,141840,1.9875560879154308,-0.010968040900812902,-0.009419291925433691,0.0015487489753792084,-1.0908111243969338,-0.005503157261104666,-0.005518355415225688,0.1339081090914773,-0.0412100167246474,-0.2319685107544608,-0.023723725445346205,0.9405511034359991,0.7856924696562829,1.0,1.0,0.40959531866892274,7.15102874456996
VOL_TARGET_12,2021_2022,2021-01-03 23:00:00+00:00,2022-12-30 21:55:00+00:00,141840,1.9875560879154308,-0.007853519470871317,-0.00587560929531683,0.0019779101755544337,-0.7822761159832908,-0.003943548538283094,-0.003951344829271293,0.12056092213107372,-0.03277467324756686,-0.20723752710216958,-0.01902912369890853,0.8515622794688873,0.6734506882768139,0.879276972364081,1.0,0.8582839819514947,10.130987033208376
VOL_TARGET_10,2021_2022,2021-01-03 23:00:00+00:00,2022-12-30 21:55:00+00:00,141840,1.9875560879154308,-0.003698417038191404,-0.0018734253019468822,0.0018249917362444506,-0.36915863174432534,-0.0018590560599476005,-0.001860786249343203,0.10164804974862067,-0.01830616774197828,-0.1754849100377428,-0.010593822907894245,0.7185597311638922,0.5612089068973449,0.7327308103034009,0.8467199963411907,0.982339255499154,9.59036913976751
TSMOM_20D_HALF,2021_2022,2021-01-03 23:00:00+00:00,2022-12-30 21:55:00+00:00,141840,1.9875560879154308,-0.024260252890349512,0.011853063592670209,0.0361133164830197,-2.3968338360049692,-0.012131880162040897,-0.012206072089162481,0.11450884464900556,-0.10659501566518062,-0.18945148738271567,-0.0640368694363058,0.7678228990411732,0.5,1.0,1.0,0.4643542019176537,227.93771754761403
TSMOM_60D_HALF,2021_2022,2021-01-03 23:00:00+00:00,2022-12-30 21:55:00+00:00,141840,1.9875560879154308,-0.017136498499279833,-0.002709594897379552,0.014426903601900257,-1.699050384414812,-0.008584832357516814,-0.008621894296956806,0.10915785174050571,-0.0789855622795977,-0.18315755509826914,-0.0468712980630846,0.7187182741116751,0.5,0.5,1.0,0.5625634517766498,87.38527797776545
TSMOM_60D_FLAT,2021_2022,2021-01-03 23:00:00+00:00,2022-12-30 21:55:00+00:00,141840,1.9875560879154308,-0.030629683069584288,-0.002853143760428223,0.027776539309156075,-3.0165347223096743,-0.015292588793613723,-0.01541072639701404,0.0945219220114065,-0.16303864827414682,-0.18659644019192723,-0.08195541553678219,0.43743654822335026,0.0,0.0,1.0,0.5625634517766498,170.84089271560006
DD_SOFT,2021_2022,2021-01-03 23:00:00+00:00,2022-12-30 21:55:00+00:00,141840,1.9875560879154308,-0.03775830286958101,-0.029192217899655905,0.008566084969925135,-3.7054346031661245,-0.018818039713087268,-0.018997352124629753,0.11805652668799022,-0.1609174236917673,-0.19695507066722162,-0.09554483491761694,0.7895480823463057,0.5,0.75,1.0,0.6019670050761421,52.576363634052285
DD_HARD,2021_2022,2021-01-03 23:00:00+00:00,2022-12-30 21:55:00+00:00,141840,1.9875560879154308,-0.06718879567111888,-0.05279184921335177,0.014396946457767096,-6.498134280297791,-0.03323973391222371,-0.03380472937575672,0.10108353627924041,-0.33442369173128367,-0.16574548124510358,-0.20054684847226065,0.6586030033840947,0.25,0.75,1.0,0.8478285391990976,91.61143672966485
VOL12_DD_SOFT,2021_2022,2021-01-03 23:00:00+00:00,2022-12-30 21:55:00+00:00,141840,1.9875560879154308,-0.01958420369086726,-0.013356005462624408,0.006228198228242845,-1.9393678959328415,-0.009805023539514894,-0.009853409325121172,0.10817941370038796,-0.0910839593974046,-0.18178621477541046,-0.05393711262225579,0.75658072356315,0.5,0.75,0.956882813102979,0.9290045121263395,39.81901937177887
