variant,cum_turnover,annual_turnover,mean_5m_turnover,p95_5m_turnover,max_5m_turnover
BASE_MINVAR,17.421961698512586,4.364587464341784,6.140309553243244e-05,0.0,0.1809476178995941
VOL_TARGET_16,22.479546041888234,5.631624414998909,7.92283749110539e-05,8.047270195540857e-05,0.1809476178995941
VOL_TARGET_14,27.86458286878092,6.980695468902174,9.820774913132834e-05,0.00013872343904018148,0.1809476178995941
VOL_TARGET_12,39.24870750233485,9.832670954094295,0.0001383306988039194,0.0002790709824519776,0.27560535152198073
VOL_TARGET_10,38.914345424318114,9.74890584431405,0.00013715225133777457,0.00028822779908699216,0.3963377929349838
TSMOM_20D_HALF,764.1195045734444,191.4288682660256,0.002693112506470722,0.0,0.5000000000000001
TSMOM_60D_HALF,451.41727458236505,113.09003038376184,0.0015910044182072633,0.0,0.5000000000000001
TSMOM_60D_FLAT,885.4162715264936,221.81639624191732,0.003120618725223869,0.0,1.0000000000000002
DD_SOFT,204.3681293740998,51.19874506745871,0.0007202883342817661,0.0,0.25354752843741285
DD_HARD,277.99580251677236,69.64410872903757,0.0009797864967760743,0.0,0.2500000000000001
VOL12_DD_SOFT,133.6844255190589,33.49091094879586,0.0004711660887215669,0.00016501209951756744,0.27560535152198073
VOL12_DD_HARD,196.6544742843503,49.266303538107216,0.0006931018263226446,0.00010951058674161726,0.27560535152198073
VOL10_DD_HARD,137.86038007933246,34.5370801024674,0.0004858840947211706,0.0001568056059998279,0.3963377929349838
VOL14_TSMOM60_HALF,435.79970211094246,109.17748240484853,0.0015359608294861769,8.1344618141313e-05,0.5000000000000001
VOL12_TSMOM60_HALF,380.99907529740756,95.44871104330622,0.0013428179342313937,0.00017903685988010336,0.5
VOL12_TSMOM60_DD_SOFT,313.25534209515024,78.47740472092292,0.0011040575125564364,0.00013296861420921194,0.49507606228910106
VOL12_TSMOM60_DD_HARD,289.5383071256785,72.53576190764835,0.001020467651140265,8.274705382839165e-05,0.49507606228910106
VOL_TARGET_12_DAILY,20.65109297858009,5.173556405359478,7.27840559494031e-05,0.0,0.28567637668448265
VOL14_TSMOM60_HALF_DAILY,46.9894610178182,11.77190123957487,0.0001656127142181087,0.0,0.502095868668768
VOL12_TSMOM60_DD_SOFT_DAILY,36.188389867096596,9.065993571902291,0.00012754471618221694,0.0,0.4637401421483906
VOL12_TSMOM60_DD_HARD_DAILY,29.471521198041657,7.383269129046343,0.00010387134714938324,0.0,0.4637401421483906
VOL10_DD_HARD_DAILY,20.619213141663174,5.16556979977621,7.267169657761462e-05,0.0,0.4047303139037354
