signal,entry,target,horizon,events,direction,train_event_mean_bps,train_event_t,roundtrip_bps,event_gross_to_roundtrip_cost,screen_score
feat:GC_notional_share,2.5,SI,20,3007,-1.0,5.459598897562057,6.095175953689864,3.739016638624893,1.46016972515264,8.89999139705631
feat:SI_abs_signed_notional_share,2.0,GC,20,7867,1.0,1.6227627197915973,5.868837613606631,1.1015763557651,1.4731277693996139,8.64554766270089
size:SI_large_minus_small_share,2.5,HG,50,5307,1.0,3.6321390434274954,3.748626716739468,1.6007683688161451,2.268997260430414,8.50562375065811
feat:HG_abs_signed_notional_share,2.5,GC,50,4346,1.0,2.4030281808242946,3.89754383629584,1.1015763557651,2.1814449522704864,8.502277327940506
resid:GC,1.5,PA,50,43222,-1.0,6.779577579390641,13.870816378106381,11.187768040275966,0.6059812426378668,8.40545454520658
feat:abs_complex_signed_notional_ratio,1.5,GC,50,14136,1.0,1.7797524140516354,5.151583080563708,1.1015763557651,1.615641443951934,8.3231111269203
resid:PL,3.0,GC,10,2672,1.0,1.8004932775545068,5.089017157900941,1.1015763557651,1.6344697924312057,8.317844817753196
resid:PA,2.5,SI,50,7999,1.0,5.110660296054063,6.081398470045656,3.739016638624893,1.366846096179348,8.312335758092965
feat:SI_abs_signed_notional_share,3.0,SI,50,3354,1.0,6.5550593114007665,4.722068996097819,3.739016638624893,1.753150612833736,8.278498154352075
resid:HG,2.0,SI,50,19121,1.0,4.248637262285561,7.266968858264122,3.739016638624893,1.1362980357980146,8.257442439850863
feat:contribution_velocity_l2,1.5,SI,50,12911,1.0,4.534829333385343,6.806403038550499,3.739016638624893,1.212840105213634,8.255078577401985
resid:GC,2.5,PA,50,6952,-1.0,10.186101057737227,9.061205163809513,11.187768040275966,0.9104676662107457,8.249934318550405
resid:SI,3.0,HG,50,1986,-1.0,4.309652132048797,3.030442869639933,1.6007683688161451,2.6922396868923752,8.158678562504644
feat:PL_notional_share,2.5,GC,50,4801,1.0,2.269628540006352,3.9587011452617507,1.1015763557651,2.060346092332366,8.156294435351711
