signal,entry,target,horizon,events,direction,train_event_mean_bps,train_event_t,roundtrip_bps,event_gross_to_roundtrip_cost,screen_score
feat:complex_signed_notional_ratio,1.5,SI,50,21280,-1.0,1.5072015715885292,2.8997013563333325,3.739016638624893,0.40310106032126036,1.1688726913529632
resid:HG,2.0,GC,20,19121,1.0,0.484412806372969,2.6537221438177068,1.1015763557651,0.4397451014973175,1.1669613134787964
feat:HG_notional_share,1.5,GC,10,10389,1.0,0.46383849848006137,2.770719501458128,1.1015763557651,0.4210679505352149,1.1666611819869264
resid:PL,1.5,GC,5,41593,1.0,0.28493000877472063,4.500429151501442,1.1015763557651,0.25865661266560364,1.1640657598688997
resid:HG,2.0,PL,50,19121,1.0,1.7900853022595502,3.332468579705002,5.126364894653202,0.34919193991177044,1.163671168042212
anom:md_ewma,1.5,PL,20,10693,1.0,1.6384794049565545,3.6371884593912753,5.126364894653202,0.31961817752487504,1.1625115467051474
feat:HG_signed_notional_share,2.0,SI,50,8062,-1.0,1.9133203634122173,2.269503985416323,3.739016638624893,0.511717531194481,1.1613449764532764
feat:PL_notional_share,2.0,HG,10,7235,1.0,0.8068667019707033,2.3018755438902927,1.6007683688161451,0.5040496287213777,1.1602595132607214
anom:md_ewma,1.5,PL,50,10693,1.0,2.052203024202103,2.8907612886736938,5.126364894653202,0.4003232439311042,1.1572389365123121
resid:SI,1.5,PL,10,40816,1.0,0.969972094131535,6.074423539494218,5.126364894653202,0.1892124564022385,1.149356599135281
feat:entropy_normalized,2.5,GC,5,2023,-1.0,0.5973375635662074,2.113052331005679,1.1015763557651,0.5422570668297674,1.1458175590689421
anom:md_rolling,3.0,GC,20,3238,1.0,0.7307125450477531,1.7269191992826642,1.1015763557651,0.6633335412688998,1.1455234279454225
feat:PA_signed_notional_share,2.5,GC,10,5168,-1.0,0.5593359877258527,2.2519894311216033,1.1015763557651,0.5077596162976518,1.1434692894526723
size:PA_large_minus_small_share,2.5,HG,20,4822,1.0,1.2044260758492322,1.5143497023647843,1.6007683688161451,0.7524049695834323,1.1394042417464552
anom:md_ewma,1.5,SI,10,10693,1.0,1.1849978206387677,3.588403959958612,3.739016638624893,0.3169276671297663,1.1372644957488982
resid:HG,2.0,GC,10,19121,1.0,0.40248989643450267,3.104970894357823,1.1015763557651,0.36537630308427715,1.134482786564743
feat:GC_signed_notional_share,3.0,GC,20,1805,1.0,0.8845936994565147,1.4085269680434986,1.1015763557651,0.8030253144296294,1.1310828113957432
feat:abs_complex_signed_notional_ratio,2.0,SI,20,7831,1.0,1.5077730532374667,2.7991944222179095,3.739016638624893,0.4032539030882687,1.1287860762622832
anom:md_rolling,2.0,PL,50,7034,1.0,2.2388414485825168,2.580394871489338,5.126364894653202,0.4367308013749915,1.1269379200894567
feat:PL_notional_share,1.5,PA,20,11389,1.0,2.937841974651443,4.2789482816408295,11.187768040275966,0.2625941085009281,1.123626609339052
size:GC_large_minus_small_share,2.0,SI,50,10129,-1.0,1.836827007926011,2.2850489404131014,3.739016638624893,0.4912593832696998,1.1225517332084212
resid:PA,1.5,HG,10,44665,-1.0,0.5081636650568688,3.532262028020691,1.6007683688161451,0.3174498415612019,1.121316021147818
feat:PL_notional_share,2.0,PL,10,7235,1.0,1.6342745450193958,3.512614489668134,5.126364894653202,0.3187979354969335,1.1198142475028159
anom:md_rolling,2.5,GC,20,4638,1.0,0.660425348368871,1.8666828857609634,1.1015763557651,0.5995275269957774,1.1191277741856116
feat:contribution_velocity_l2,2.5,SI,10,4613,1.0,1.4161681314193584,2.950164453510946,3.739016638624893,0.3787541667480212,1.1173870793591698
feat:PL_notional_share,2.5,HG,50,4801,1.0,1.5052072376616428,1.1863975189336704,1.6007683688161451,0.9403029613677493,1.1155731004126808
resid:GC,2.5,SI,10,6952,-1.0,1.3080289844357602,3.1880744080229264,3.739016638624893,0.34983235188726447,1.1152915681502586
resid:GC,2.0,PA,10,20389,-1.0,2.034430827693866,6.127191585338077,11.187768040275966,0.18184420881537003,1.1141943060959956
feat:PA_abs_signed_notional_share,1.5,HG,20,10459,-1.0,0.9590479512460125,1.8580446705465392,1.6007683688161451,0.5991172551437159,1.1131866229522525
feat:max_share,2.5,GC,10,1824,-1.0,0.6835725660071084,1.7910762336648667,1.1015763557651,0.6205403396955929,1.1114350544590994
feat:HG_abs_signed_notional_share,1.5,SI,20,10372,1.0,1.3902846187459954,2.9821580403302788,3.739016638624893,0.37183162128353187,1.1088606590597279
resid:HG,2.0,SI,10,19121,1.0,1.019477438333094,4.065821235516548,3.739016638624893,0.27265924088212395,1.1085837316383613
feat:abs_complex_signed_notional_ratio,3.0,SI,20,2440,1.0,1.9932174451632494,2.076065999081783,3.739016638624893,0.5330860057087897,1.1067217310383355
size:HG_large_minus_small_share,2.5,GC,10,5766,1.0,0.5560005190872943,2.1882011527870104,1.1015763557651,0.5047317112222549,1.1044545123446987
resid:GC,2.0,PL,50,20389,-1.0,1.6768894444040754,3.357732301003544,5.126364894653202,0.327110823919903,1.098350579483741
resid:PA,3.0,GC,2,2592,-1.0,0.4393640063616544,2.7496957077532427,1.1015763557651,0.3988502513350462,1.0967168241322787
feat:PA_notional_share,2.0,PA,10,6493,1.0,2.965538773602933,4.134843861600385,11.187768040275966,0.26506974071387546,1.0960219902867736
size:GC_large_minus_small_share,2.0,GC,20,10129,-1.0,0.5796282014717297,2.0798608861819736,1.1015763557651,0.5261806850140215,1.0943826258251006
feat:HG_notional_share,3.0,SI,10,2759,1.0,1.5534696336523919,2.6340298248364262,3.739016638624893,0.4154754535202376,1.0943747360597462
feat:PA_notional_share,2.0,PA,50,6493,1.0,4.214910418967561,2.9042416406714007,11.187768040275966,0.3767427429487171,1.094151961892426
anom:md_rolling,1.5,SI,10,10778,1.0,1.1600403270014754,3.5169397120134467,3.739016638624893,0.310252785456474,1.0911403419346613
feat:SI_notional_share,2.0,SI,5,7938,1.0,1.138790761804794,3.562775929634815,3.739016638624893,0.30456958924462285,1.085113201459505
feat:PL_abs_signed_notional_share,1.5,SI,20,10888,1.0,1.3694733908834014,2.95451098108544,3.739016638624893,0.36626565839168235,1.0821359097127141
anom:md_robust_snapshot,3.0,PL,10,3210,1.0,1.9345206790844884,2.8621997763279245,5.126364894653202,0.3773669488690111,1.080099596646435
anom:md_ewma,2.0,PA,20,6951,1.0,3.205497998274674,3.7667161071927353,11.187768040275966,0.28651809607911793,1.0792323275034093
feat:GC_notional_share,3.0,HG,2,1390,1.0,1.718590200177464,1.0009416782404266,1.6007683688161451,1.0736032980514567,1.074614286916082
feat:PL_abs_signed_notional_share,1.5,HG,20,10888,1.0,0.9004221457635413,1.9096404675799608,1.6007683688161451,0.5624937144587959,1.074160759889884
feat:HG_signed_notional_share,1.5,GC,50,14960,-1.0,0.6215213947129944,1.900198908163893,1.1015763557651,0.5642109069065091,1.0721129492779085
resid:GC,2.5,GC,5,6952,-1.0,0.4482261129416378,2.6088119529683964,1.1015763557651,0.40689518306728933,1.0615130171912082
size:PA_large_minus_small_share,2.0,HG,20,7472,1.0,1.0371828635127673,1.6358137777625879,1.6007683688161451,0.6479281348367848,1.0598897699660284
feat:contribution_velocity_l2,1.5,HG,50,12911,1.0,1.1073136150501717,1.5278695826228896,1.6007683688161451,0.6917388153222256,1.056886695050421
feat:SI_notional_share,1.5,SI,10,14911,1.0,1.104925324313085,3.5664733096033117,3.739016638624893,0.2955122779874673,1.0539366521023765
feat:HG_signed_notional_share,3.0,HG,5,2761,-1.0,1.3977895656485488,1.2034665622551703,1.6007683688161451,0.8731991416611323,1.0508659691790885
size:PL_large_minus_small_share,2.5,HG,10,5784,1.0,0.8418074098747905,1.997558608864121,1.6007683688161451,0.525877088949073,1.050470306234624
feat:PL_abs_signed_notional_share,1.5,PL,10,10888,1.0,1.3721406241491434,3.9192678370266165,5.126364894653202,0.26766347155277337,1.0490448352036734
feat:SI_abs_signed_notional_share,3.0,HG,50,3354,1.0,1.3665140055732123,1.2284249968961525,1.6007683688161451,0.8536612992820588,1.0486588789209286
resid:PL,3.0,GC,2,2672,1.0,0.4185897378661263,2.7492225917574165,1.1015763557651,0.3799915781374908,1.0446814312931432
anom:md_ewma,1.5,PL,10,10693,1.0,1.3410658650553613,3.987612475569835,5.126364894653202,0.2616017182963493,1.043166275509028
feat:GC_notional_share,2.5,SI,5,3007,-1.0,1.36357010651859,2.8537955140451308,3.739016638624893,0.36468682498831384,1.0407416251830117
anom:md_rolling,1.5,PL,20,10778,1.0,1.5421527243629642,3.45369334154449,5.126364894653202,0.30082773194148343,1.038966734758232
feat:entropy_normalized,2.0,GC,10,7597,-1.0,0.4999574161187564,2.2780598083112453,1.1015763557651,0.45385634277844583,1.0339118932307092
anom:md_robust_snapshot,2.0,GC,20,6648,1.0,0.5719540199421248,1.982253544475827,1.1015763557651,0.5192141397632615,1.0292140688876925
feat:rank_turnover_l1,2.0,SI,50,9046,1.0,1.7826291582653808,2.158500555445578,3.739016638624893,0.4767641683779676,1.0290957222603923
resid:PA,3.0,PL,5,2592,-1.0,1.6180415240550143,3.2602285578640537,5.126364894653202,0.3156313600974116,1.029030373947054
feat:abs_complex_signed_notional_ratio,1.5,GC,5,14136,1.0,0.3509852454817732,3.2195297736641613,1.1015763557651,0.3186208959958989,1.0258094611703485
feat:PA_signed_notional_share,2.0,PA,20,8413,-1.0,3.105087935728555,3.6935499038706,11.187768040275966,0.2775431099885373,1.0251193272181094
size:GC_large_minus_small_share,2.0,HG,50,10129,-1.0,1.078685352723062,1.5209806840982316,1.6007683688161451,0.6738547398464703,1.0249200431945202
feat:HG_signed_notional_share,2.0,HG,5,8062,-1.0,0.8621584773685721,1.9024979415980483,1.6007683688161451,0.5385904008124455,1.0246671289101452
anom:md_robust_snapshot,3.0,PA,50,3210,1.0,4.756864465385885,2.4043337402761065,11.187768040275966,0.42518440213107495,1.0222852038828676
feat:entropy_normalized,2.5,SI,10,2023,-1.0,1.6292860135348917,2.3444989783654218,3.739016638624893,0.4357525443198076,1.021621394977922
resid:GC,2.5,PA,10,6952,-1.0,2.505341325623337,4.551836185123231,11.187768040275966,0.2239357588219659,1.0193188901488532
feat:complex_signed_notional_ratio,2.0,SI,50,8409,-1.0,1.77199037125096,2.1437121475885332,3.739016638624893,0.47391882479096137,1.0159455416752656
feat:PL_abs_signed_notional_share,1.5,HG,10,10888,1.0,0.7104070625700378,2.278415462731357,1.6007683688161451,0.4437912919877485,1.011140941890413
feat:abs_complex_signed_notional_ratio,3.0,SI,50,2440,1.0,2.399502505797073,1.5740856943822161,3.739016638624893,0.6417469451752812,1.0101646858138984
feat:HG_signed_notional_share,2.5,HG,5,4570,-1.0,1.0913241373459053,1.4816363004353987,1.6007683688161451,0.6817501886003648,1.01010582725898
resid:HG,3.0,PA,10,2768,-1.0,3.2020626778713974,3.528649406995421,11.187768040275966,0.28621103569040507,1.0099384013644932
resid:SI,1.5,GC,10,40816,1.0,0.3133894344956007,3.54178251699766,1.1015763557651,0.28449179474076136,1.0076080648421153
anom:md_rolling,2.0,PL,10,7034,1.0,1.4554099056675462,3.548865628043181,5.126364894653202,0.28390681029856824,1.0075471206359647
anom:md_robust_snapshot,1.5,GC,20,10193,1.0,0.5097064036458064,2.1652036706608486,1.1015763557651,0.4627063761656266,1.001853544111994
feat:abs_complex_signed_notional_ratio,1.5,SI,20,14136,1.0,1.2276049748869977,3.039768198974494,3.739016638624893,0.32832295053345284,0.9980256640250658
feat:hhi,2.0,GC,10,6413,1.0,0.5075494525129369,2.1555622183229004,1.1015763557651,0.46074831749671896,0.9931716653517716
anom:md_rolling,3.0,SI,50,3238,1.0,2.229583443258607,1.6646601144533812,3.739016638624893,0.5963020918993788,0.9926403085500105
feat:contribution_velocity_l2,2.0,GC,10,7611,1.0,0.455111424383475,2.3930489673421227,1.1015763557651,0.41314559994107475,0.9886776513009307
anom:md_rolling,1.5,PA,20,10778,1.0,2.752187676517219,4.004505769175225,11.187768040275966,0.24599970848603073,0.9851072518477335
feat:PL_signed_notional_share,1.5,GC,50,15360,-1.0,0.5899091613119471,1.8383364302509715,1.1015763557651,0.5355136375473725,0.9844542287995494
