root,weight,events,mean_bps,median_bps,vol_bps,tstat,hit_rate
GC,0.5,60982,2.369680024952833,2.6304297274926114,47.65753846586348,12.278885014701693,0.5238594995244499
SI,0.5,60982,6.0955146827050335,4.6253470109669514,100.05643988382026,15.044098469292548,0.5204814535436686
portfolio,1.0,60982,4.232597353828933,4.1235737249356585,70.05306788379932,14.920405573619025,0.5273687317569119
