root,target_months,horizon,signal,decile,n,mean_excess_bp,median_excess_bp,mean_signal
GC,6,1h,funding_z_change_24h,10,5713,-0.7926231137215972,-0.06404485243914873,0.8968159150418243
GC,6,1h,abs_funding_z_126d,1,5728,-0.2315568124254486,-0.008981854798915142,0.10747631740640629
GC,6,1h,abs_funding_z_126d,2,5726,0.10409520883624036,-0.016526670881042448,0.30811717558700535
GC,6,1h,abs_funding_z_126d,3,5711,0.211081291106828,0.5520830313033864,0.5176772063371011
GC,6,1h,abs_funding_z_126d,4,5732,0.12332817894863848,-0.007654175695346167,0.7210211189891519
GC,6,1h,abs_funding_z_126d,5,5725,0.3141121478110714,0.45333549352205327,0.9134128880897024
GC,6,1h,abs_funding_z_126d,6,5723,0.13908777787028648,-0.01921023656197881,1.1344620339929201
GC,6,1h,abs_funding_z_126d,7,5711,0.09463701703983042,-0.03777741880968383,1.3937605274478662
GC,6,1h,abs_funding_z_126d,8,5730,0.243483299806557,-0.021406136677339954,1.6622772903674243
GC,6,1h,abs_funding_z_126d,9,5719,-0.08361923744083323,-0.054767101239427976,1.9699832227281828
GC,6,1h,abs_funding_z_126d,10,5710,-0.0590121778059276,0.4249775514670947,2.8949260792249967
GC,6,1m,funding_pct_ann,1,2764,170.23328779035148,158.72313232051664,0.5223134610412257
GC,6,1m,funding_pct_ann,2,2763,-121.47261719618366,-172.84609767268805,1.3029976716579819
GC,6,1m,funding_pct_ann,3,2763,-236.73129195748842,-230.81856389540226,1.8044795587399114
GC,6,1m,funding_pct_ann,4,2763,-58.454913887319,-175.14716518998983,2.4692925516805677
GC,6,1m,funding_pct_ann,5,2763,113.83829862068205,147.33184226298215,3.566514785449046
GC,6,1m,funding_pct_ann,6,2763,338.0370237793274,524.9144570382228,4.331875333170834
GC,6,1m,funding_pct_ann,7,2763,245.15665662795823,279.9203954084128,4.647963066385651
GC,6,1m,funding_pct_ann,8,2765,415.66947387599635,477.5667779410057,5.176790044395995
GC,6,1m,funding_pct_ann,9,2761,275.876842191396,244.35712426144204,5.5170254010793505
GC,6,1m,funding_pct_ann,10,2763,168.40988999997757,179.31666882302088,5.897753461882662
GC,6,1m,funding_z_126d,1,2783,308.64383737987004,421.1107469198468,-2.7604144376787727
GC,6,1m,funding_z_126d,2,2760,272.52736223024885,164.45494162232822,-1.5681609469753661
GC,6,1m,funding_z_126d,3,2762,121.00304541800872,37.49675486809693,-1.0458507671810766
GC,6,1m,funding_z_126d,4,2767,145.44875793427784,-4.366729946790613,-0.7558982696561267
GC,6,1m,funding_z_126d,5,2758,27.706182904490735,-104.60488803519321,-0.5248150821759304
GC,6,1m,funding_z_126d,6,2762,91.1726796835793,52.111426465666,-0.11447202749281575
GC,6,1m,funding_z_126d,7,2759,36.702016245831814,33.36397670162454,0.35230197270256886
GC,6,1m,funding_z_126d,8,2759,132.96107063868212,140.7260299153445,0.9105145841144672
GC,6,1m,funding_z_126d,9,2759,125.12593068764747,182.13969122161367,1.5428996172230693
GC,6,1m,funding_z_126d,10,2762,47.85680051465731,-25.369332347330314,2.29313637273782
GC,6,1m,funding_change_24h_pct_ann,1,2764,138.4671086104927,142.8556196721096,-0.5828943879081374
GC,6,1m,funding_change_24h_pct_ann,2,2763,135.4812520572934,94.3526582319028,-0.23835341385364833
GC,6,1m,funding_change_24h_pct_ann,3,2763,157.00129417712233,92.5984247931829,-0.1373096664593092
GC,6,1m,funding_change_24h_pct_ann,4,2763,129.89974686161085,65.34270612943952,-0.0726793615481193
GC,6,1m,funding_change_24h_pct_ann,5,2763,101.9179755390837,30.743177812919576,-0.020981615004848728
GC,6,1m,funding_change_24h_pct_ann,6,2764,126.63655442306408,65.00738337776038,0.026533121595883915
GC,6,1m,funding_change_24h_pct_ann,7,2762,142.80028914752228,72.70740424288206,0.07559575615763578
GC,6,1m,funding_change_24h_pct_ann,8,2763,115.37573398817277,27.204611460495176,0.13999343417869434
GC,6,1m,funding_change_24h_pct_ann,9,2763,154.2536737826273,120.16516256211212,0.24154622883695587
GC,6,1m,funding_change_24h_pct_ann,10,2763,108.84755733345,77.49179815839983,0.5700630571426677
GC,6,1m,funding_z_change_24h,1,2774,41.00167313491174,103.60772314102039,-0.9590814590870728
GC,6,1m,funding_z_change_24h,2,2764,167.206443419491,100.25768565989159,-0.28465641612038567
GC,6,1m,funding_z_change_24h,3,2756,166.64940246378288,149.2299153325409,-0.140914196743807
GC,6,1m,funding_z_change_24h,4,2779,79.62679135648763,8.179832071667468,-0.06300013399289492
GC,6,1m,funding_z_change_24h,5,2760,146.49192114128454,48.13851281741303,-0.00514711328601885
GC,6,1m,funding_z_change_24h,6,2762,174.00349969207738,30.416485280618286,0.04067741687718221
GC,6,1m,funding_z_change_24h,7,2752,215.05504066132465,177.83085966416377,0.10823602409934997
GC,6,1m,funding_z_change_24h,8,2765,163.68282037239842,82.01667842334044,0.1963634268357627
GC,6,1m,funding_z_change_24h,9,2758,128.44059634249967,67.59359937561435,0.3468741198553797
GC,6,1m,funding_z_change_24h,10,2761,29.518130884734845,9.619690702939018,0.8860074728144013
GC,6,1m,abs_funding_z_126d,1,2772,46.368592427599445,20.205159442810544,0.13259440976326817
GC,6,1m,abs_funding_z_126d,2,2768,79.01502441054576,14.763874622696244,0.3576786542216575
GC,6,1m,abs_funding_z_126d,3,2764,26.86179116517833,-74.50883050671864,0.553537506350059
GC,6,1m,abs_funding_z_126d,4,2765,156.03376688702087,58.42169006315881,0.7214390872751346
GC,6,1m,abs_funding_z_126d,5,2763,92.19700007811127,43.7096348635453,0.8892736076501913
GC,6,1m,abs_funding_z_126d,6,2759,156.13201297767154,187.58419217608278,1.1075574735783942
GC,6,1m,abs_funding_z_126d,7,2756,136.63702594703915,149.92357415700295,1.403264202146428
GC,6,1m,abs_funding_z_126d,8,2765,239.3220464799771,208.02280503855548,1.7091637043853483
GC,6,1m,abs_funding_z_126d,9,2761,219.76802704574308,101.13015514298168,2.0274609086243176
GC,6,1m,abs_funding_z_126d,10,2758,158.8189189084509,261.7415690232612,3.03890301694414
GC,6,1w,funding_pct_ann,1,4585,48.78715951379979,59.582551662971376,0.5444012149240675
GC,6,1w,funding_pct_ann,2,4588,2.1511026296124194,25.45827272339021,1.2435997413433377
GC,6,1w,funding_pct_ann,3,4582,-24.449109441055572,-2.243227523922888,1.7156500602164169
GC,6,1w,funding_pct_ann,4,4586,9.757522911213512,17.148909031470268,2.161425823673991
GC,6,1w,funding_pct_ann,5,4584,4.791326416565759,-1.753593507585401,2.685667193459427
GC,6,1w,funding_pct_ann,6,4585,36.47013783809649,8.96625359829778,3.5244722984803523
GC,6,1w,funding_pct_ann,7,4585,63.5057584743697,66.55173243176908,4.418199048688264
GC,6,1w,funding_pct_ann,8,4585,32.40190506009019,45.48133635660499,4.891044622021278
GC,6,1w,funding_pct_ann,9,4585,82.69187232542482,64.61643066609227,5.3485562058976654
GC,6,1w,funding_pct_ann,10,4585,35.819912558417855,28.603907050194206,5.824574049934355
GC,6,1w,funding_z_126d,1,4551,98.3438967507548,58.93799749159015,-2.559135673733189
GC,6,1w,funding_z_126d,2,4530,45.50624538506822,24.445051325496785,-1.302517019745422
GC,6,1w,funding_z_126d,3,4547,59.18636260715409,58.70564997736494,-0.8205191820182482
GC,6,1w,funding_z_126d,4,4538,-14.295535151691906,-11.095830644605078,-0.5086608597828571
GC,6,1w,funding_z_126d,5,4524,21.613823677108982,48.09676584249583,-0.15325165153814801
GC,6,1w,funding_z_126d,6,4541,17.40465196268033,36.70610911579345,0.2380276499758585
GC,6,1w,funding_z_126d,7,4536,-5.3038458392768515,29.576272649273537,0.7250540714936199
GC,6,1w,funding_z_126d,8,4537,-0.35428247066470897,-0.8527012639296979,1.2086324140474913
GC,6,1w,funding_z_126d,9,4550,33.89292869365589,23.809700125479978,1.6393006488239081
GC,6,1w,funding_z_126d,10,4514,33.51872570838894,35.00554209534792,2.2454718243876983
GC,6,1w,funding_change_24h_pct_ann,1,4583,41.67079165067302,45.39795277888368,-0.5400816632189351
GC,6,1w,funding_change_24h_pct_ann,2,4583,37.21119764415372,33.32936845795804,-0.22301548610934477
GC,6,1w,funding_change_24h_pct_ann,3,4582,28.010509318899633,32.1909862846446,-0.12862290319089326
GC,6,1w,funding_change_24h_pct_ann,4,4583,20.386044110041073,15.858548982482102,-0.06879762712946408
GC,6,1w,funding_change_24h_pct_ann,5,4582,21.112025507470424,25.238662318027476,-0.020313981136378233
GC,6,1w,funding_change_24h_pct_ann,6,4583,18.397632670203684,25.400210509046122,0.024124734900623314
GC,6,1w,funding_change_24h_pct_ann,7,4582,27.50480294796642,29.017504624224134,0.07093296079135582
GC,6,1w,funding_change_24h_pct_ann,8,4583,22.445212506441397,17.16822392859784,0.13164659378417543
GC,6,1w,funding_change_24h_pct_ann,9,4582,37.26284868310642,31.265572109201923,0.22709906786645664
GC,6,1w,funding_change_24h_pct_ann,10,4583,35.10348130135965,35.116294847442255,0.5292011600120425
GC,6,1w,funding_z_change_24h,1,4546,65.68687048184482,55.773280646728686,-0.9133430544647055
GC,6,1w,funding_z_change_24h,2,4528,6.593476937645152,9.26522780028966,-0.3007932966600848
GC,6,1w,funding_z_change_24h,3,4543,58.21599191819796,62.21227527860475,-0.15106999961846837
GC,6,1w,funding_z_change_24h,4,4530,-5.021553199979552,-6.546410380974929,-0.07193728418634592
GC,6,1w,funding_z_change_24h,5,4548,14.199450335889352,30.16199392838301,-0.014872403734932826
GC,6,1w,funding_z_change_24h,6,4545,41.71635930606493,51.23796618297733,0.03202511269837982
GC,6,1w,funding_z_change_24h,7,4529,37.5913683315775,29.85463355651481,0.09752344712912202
GC,6,1w,funding_z_change_24h,8,4542,12.168441565759062,11.564199664172389,0.18256437076486895
GC,6,1w,funding_z_change_24h,9,4520,30.905976181270983,34.60181664629771,0.3295832529532542
GC,6,1w,funding_z_change_24h,10,4537,27.557655630942907,15.194625712918533,0.8337563409313348
GC,6,1w,abs_funding_z_126d,1,4540,24.151402273598826,50.79987310970209,0.10299092640473916
GC,6,1w,abs_funding_z_126d,2,4537,-3.1421230423357835,17.033437980700395,0.2898586424626335
GC,6,1w,abs_funding_z_126d,3,4541,-7.225621640714617,3.8427000781970757,0.4864176425925254
GC,6,1w,abs_funding_z_126d,4,4542,26.033670870831198,37.02891803622761,0.6920445538675659
GC,6,1w,abs_funding_z_126d,5,4530,28.837909731971422,47.7989397613242,0.8836265488918051
GC,6,1w,abs_funding_z_126d,6,4549,15.860849396732405,12.372241752048858,1.110441590022639
GC,6,1w,abs_funding_z_126d,7,4524,29.135361694131067,13.784686575330438,1.3821527493238082
GC,6,1w,abs_funding_z_126d,8,4536,50.30686411115824,24.698057346748456,1.6514609144611554
GC,6,1w,abs_funding_z_126d,9,4534,67.86192516541138,55.34352530962145,1.9659994924196202
GC,6,1w,abs_funding_z_126d,10,4535,58.06435612805051,26.466371539887557,2.8482734301550274
GC,6,3d,funding_pct_ann,1,5162,8.3109038795031,10.779253117346919,0.5488388604446218
GC,6,3d,funding_pct_ann,2,5156,2.96091494065873,-3.221579195523979,1.2325483502017973
GC,6,3d,funding_pct_ann,3,5164,-3.7976754876819956,-0.1281782330003829,1.689360055728514
GC,6,3d,funding_pct_ann,4,5158,10.073436362285157,14.208280669646959,2.122224872028448
GC,6,3d,funding_pct_ann,5,5155,-0.6986628693402439,-2.3067786265159764,2.624581184962537
GC,6,3d,funding_pct_ann,6,5158,13.64519818530126,6.809899471334098,3.2315571757392014
GC,6,3d,funding_pct_ann,7,5159,16.722494926696818,20.50340658664871,4.345711344233964
GC,6,3d,funding_pct_ann,8,5159,9.909156218797653,-1.8394184774499753,4.828900118530036
GC,6,3d,funding_pct_ann,9,5159,32.27103888960216,24.71751412086256,5.308546428090746
GC,6,3d,funding_pct_ann,10,5159,11.64086511776704,5.939016389136278,5.816521248249643
GC,6,3d,funding_z_126d,1,5112,32.872761653186316,11.085805922883916,-2.572468490311029
GC,6,3d,funding_z_126d,2,5092,19.25338099960533,9.992252198308057,-1.2828968425951
GC,6,3d,funding_z_126d,3,5123,27.005429635149472,30.667934176712837,-0.8001209582564333
GC,6,3d,funding_z_126d,4,5097,2.0372946114639126,-1.2228541547987286,-0.47267701575707
GC,6,3d,funding_z_126d,5,5104,-24.101565769716064,-5.2041513156914165,-0.08957089676084705
GC,6,3d,funding_z_126d,6,5102,17.044334901320088,22.331131181195374,0.3125773680646267
GC,6,3d,funding_z_126d,7,5091,-1.6353246636039327,-1.4125738667086525,0.7911717659064103
GC,6,3d,funding_z_126d,8,5106,3.47791121709837,4.856939435148479,1.2250487589670365
GC,6,3d,funding_z_126d,9,5086,15.827025377619188,8.983487095223346,1.6428550121249217
GC,6,3d,funding_z_126d,10,5098,5.070824026952132,4.095327490149987,2.2326577322658
GC,6,3d,funding_change_24h_pct_ann,1,5157,17.468787735763822,22.898620519282197,-0.5331518017470254
GC,6,3d,funding_change_24h_pct_ann,2,5156,17.98744890319425,11.532622270588817,-0.222009192733195
GC,6,3d,funding_change_24h_pct_ann,3,5157,10.891936201618872,8.213144376621559,-0.12812761291562272
GC,6,3d,funding_change_24h_pct_ann,4,5157,4.648325622328124,1.4897157928115778,-0.06870088754795389
GC,6,3d,funding_change_24h_pct_ann,5,5156,3.805234314791607,9.618871441342145,-0.02033173359504636
GC,6,3d,funding_change_24h_pct_ann,6,5156,5.756073733659765,2.6637564496602333,0.024081381070851334
GC,6,3d,funding_change_24h_pct_ann,7,5156,12.026158129061553,10.016651942656646,0.07104665889633853
GC,6,3d,funding_change_24h_pct_ann,8,5157,9.405758079821112,4.815579118778852,0.1316076670079268
GC,6,3d,funding_change_24h_pct_ann,9,5156,7.605264135798206,2.2648795462062163,0.22517321469575421
GC,6,3d,funding_change_24h_pct_ann,10,5157,9.361438390567,7.472536504932401,0.5210447705368514
GC,6,3d,funding_z_change_24h,1,5104,33.1151366202541,31.17023570115514,-0.9417350517989098
GC,6,3d,funding_z_change_24h,2,5109,0.7054868628400873,1.37226039686516,-0.3080507594004342
GC,6,3d,funding_z_change_24h,3,5108,32.07527473058845,23.38662991255432,-0.15487275090188227
GC,6,3d,funding_z_change_24h,4,5099,18.942772533966256,13.090913251656849,-0.07342857525621864
GC,6,3d,funding_z_change_24h,5,5096,12.76930052482177,8.316697538042288,-0.015291559660414658
GC,6,3d,funding_z_change_24h,6,5092,-9.311470111726786,-2.448345300781822,0.030819980746753198
GC,6,3d,funding_z_change_24h,7,5113,8.50704824807597,8.447675494472279,0.09694213469035246
GC,6,3d,funding_z_change_24h,8,5100,-14.057804142433419,-10.794825492629464,0.1842771190677315
GC,6,3d,funding_z_change_24h,9,5098,-4.582229172826783,-5.8310256164538545,0.33461925745662546
GC,6,3d,funding_z_change_24h,10,5092,18.73311114522358,14.476692541020105,0.8518385989294152
GC,6,3d,abs_funding_z_126d,1,5110,0.7816003230851818,2.82976469386129,0.10567913067546494
GC,6,3d,abs_funding_z_126d,2,5104,-8.603512693760266,-2.0045836325548536,0.30133798103212006
GC,6,3d,abs_funding_z_126d,3,5106,-6.055580408255526,2.002331106926071,0.5029743177421693
GC,6,3d,abs_funding_z_126d,4,5092,23.27194279769203,26.388237313362225,0.7045771097459087
GC,6,3d,abs_funding_z_126d,5,5100,9.825454334667677,8.180952715335676,0.892183742337761
GC,6,3d,abs_funding_z_126d,6,5118,0.45869785683449715,-3.195026773031315,1.1154801154505174
GC,6,3d,abs_funding_z_126d,7,5085,16.040423433187325,18.27524003462667,1.3768363528593226
GC,6,3d,abs_funding_z_126d,8,5113,29.03547092862633,12.615663768998086,1.6470180098122749
GC,6,3d,abs_funding_z_126d,9,5091,17.253263814809802,5.3487888219939475,1.964723773071289
GC,6,3d,abs_funding_z_126d,10,5092,15.035795594686258,7.662432422380068,2.8568347953825146
GC,6,4h,funding_pct_ann,1,5755,-0.44776205404723396,-0.03428359127353254,0.5535695738627185
GC,6,4h,funding_pct_ann,2,5755,0.5916149594108487,0.5612755650959944,1.213437090530829
GC,6,4h,funding_pct_ann,3,5757,-0.5848109169126803,0.43212634183995763,1.6654225485355076
GC,6,4h,funding_pct_ann,4,5752,0.7589401593409667,1.1918591801609089,2.080841315159062
GC,6,4h,funding_pct_ann,5,5755,0.37031516074456416,-0.1156730916686919,2.573782788599797
GC,6,4h,funding_pct_ann,6,5754,0.13627736729079618,-0.15913591841425395,3.015386949723735
GC,6,4h,funding_pct_ann,7,5754,1.3490001273628571,1.4465677850559457,4.236330680196758
GC,6,4h,funding_pct_ann,8,5755,-0.6548973943247904,1.1000899000577258,4.769963010894222
GC,6,4h,funding_pct_ann,9,5754,2.247400874584196,1.728424805358814,5.276147441478389
GC,6,4h,funding_pct_ann,10,5755,0.1289162782482297,-0.75750424377058,5.810912731481996
GC,6,4h,funding_z_126d,1,5705,2.0843796470801084,1.7363062718613047,-2.56787197815555
GC,6,4h,funding_z_126d,2,5686,1.4984007630780178,0.7113763725058306,-1.2619509801902273
GC,6,4h,funding_z_126d,3,5677,0.9513542415331914,1.422893803073845,-0.7777247452446939
GC,6,4h,funding_z_126d,4,5718,1.2427113584557494,1.2926923705851483,-0.4254830813692965
GC,6,4h,funding_z_126d,5,5664,-1.2399791002600906,-0.06683982648098777,-0.019303531205517914
GC,6,4h,funding_z_126d,6,5702,0.2788341224193422,0.723846663660983,0.3977767920845194
GC,6,4h,funding_z_126d,7,5688,0.2304958419938449,-0.6299129316640077,0.8571136112505615
GC,6,4h,funding_z_126d,8,5689,0.49783114149267016,0.24109641477165808,1.2667342704482143
GC,6,4h,funding_z_126d,9,5684,-0.32751221190032564,-0.07851327689791185,1.6744686954963846
GC,6,4h,funding_z_126d,10,5678,-1.6761063992161696,-1.5986478233595804,2.2665882256866627
GC,6,4h,funding_change_24h_pct_ann,1,5753,0.35700772953710724,0.9196338757076663,-0.5254667857736869
GC,6,4h,funding_change_24h_pct_ann,2,5752,1.3652498466254095,0.7219124218520534,-0.22200925317222805
GC,6,4h,funding_change_24h_pct_ann,3,5752,-0.0083318994585482,-0.10141913301763411,-0.12785652237948064
GC,6,4h,funding_change_24h_pct_ann,4,5752,-0.3416722050401291,-0.5704279868852382,-0.06816425967059102
GC,6,4h,funding_change_24h_pct_ann,5,5752,0.6551403213220027,0.6387557829666424,-0.019647622145771537
GC,6,4h,funding_change_24h_pct_ann,6,5752,0.15518082065249267,0.5329366837641653,0.024854621089722792
GC,6,4h,funding_change_24h_pct_ann,7,5759,0.11670088185687472,0.9504342391386497,0.07204024537852487
GC,6,4h,funding_change_24h_pct_ann,8,5747,0.7508434392462197,0.9048233371476664,0.13299696431986713
GC,6,4h,funding_change_24h_pct_ann,9,5750,0.7368418504261466,-0.048553864274342315,0.22624880687209936
GC,6,4h,funding_change_24h_pct_ann,10,5753,0.13335612601743188,0.453979978037108,0.5183583776744237
GC,6,4h,funding_z_change_24h,1,5710,3.314099347534043,2.961882331275432,-0.9792029675038815
GC,6,4h,funding_z_change_24h,2,5677,2.0477733770701034,1.235827967600417,-0.32486106266077813
GC,6,4h,funding_z_change_24h,3,5681,1.950476651691517,0.7312929171589863,-0.16267000872912135
GC,6,4h,funding_z_change_24h,4,5687,3.364532030026647,1.0879413971226595,-0.07458076506823352
GC,6,4h,funding_z_change_24h,5,5683,1.5630385087809102,1.2678154879042693,-0.014455303578249597
GC,6,4h,funding_z_change_24h,6,5692,-0.6681191120141013,-0.02830715404910537,0.03219102899199834
GC,6,4h,funding_z_change_24h,7,5695,0.2821615705620515,0.7285049696655602,0.10067874014149054
GC,6,4h,funding_z_change_24h,8,5676,-2.936047987009082,-1.146790695476274,0.19118828009775243
GC,6,4h,funding_z_change_24h,9,5681,-3.0062901064508147,-1.6658071387043252,0.3484865956527187
GC,6,4h,funding_z_change_24h,10,5687,-2.437094037847951,-0.9784042155757108,0.8945217891007864
GC,6,4h,abs_funding_z_126d,1,5704,-0.9436724685429081,-0.08073536373427256,0.10752615524832339
GC,6,4h,abs_funding_z_126d,2,5681,0.33316895961738746,1.1860051158298992,0.30781038978262587
GC,6,4h,abs_funding_z_126d,3,5705,0.765362613256983,1.070171913777458,0.5172224981609386
GC,6,4h,abs_funding_z_126d,4,5678,0.6209934414934851,0.4525189897849045,0.7206729665102067
GC,6,4h,abs_funding_z_126d,5,5678,1.142453303878437,0.7527456675098841,0.9121390806893224
GC,6,4h,abs_funding_z_126d,6,5708,0.529616036877485,0.5419598703276683,1.13300014094246
GC,6,4h,abs_funding_z_126d,7,5676,0.4012546685593305,-0.1719159939871161,1.3922930235524669
GC,6,4h,abs_funding_z_126d,8,5707,1.0080465810303363,0.6956608451206975,1.6616928607667563
GC,6,4h,abs_funding_z_126d,9,5683,-0.29613640981807576,-0.9461758974644817,1.9698767248769944
GC,6,4h,abs_funding_z_126d,10,5671,-0.0018485232908734533,1.2345216582759093,2.8913590010526846
HG,1,1d,funding_pct_ann,1,5190,-4.956537630181768,-6.948555865850134,-3.795239402671544
HG,1,1d,funding_pct_ann,2,5170,9.0882831451261,7.988266676520896,-0.28895405086786363
HG,1,1d,funding_pct_ann,3,5181,3.1141116329272505,1.5381809909499442,0.7765503112088945
HG,1,1d,funding_pct_ann,4,5179,-3.2181389715984934,-3.6582997865890805,1.4904985331608522
HG,1,1d,funding_pct_ann,5,5188,1.1466720470066216,6.50452987170559,2.0967913598395294
HG,1,1d,funding_pct_ann,6,5171,-0.6340294691137074,1.0781998360427298,2.688158474821528
HG,1,1d,funding_pct_ann,7,5180,0.3035658319490929,-1.1188275219421977,3.37709837387492
HG,1,1d,funding_pct_ann,8,5179,-2.0867045738961054,-0.6168486812628114,4.197658948657992
HG,1,1d,funding_pct_ann,9,5180,8.030565824017268,6.986844939714177,5.319123145646085
HG,1,1d,funding_pct_ann,10,5180,14.228234919630074,12.003009064192522,7.4879649605486955
HG,1,1d,funding_z_126d,1,5152,16.711607498011563,12.54631285504698,-2.230378915655884
HG,1,1d,funding_z_126d,2,5164,-7.587083871274026,0.6416834307498112,-0.9752165514218576
HG,1,1d,funding_z_126d,3,5153,-8.475209251267577,-9.388161474952836,-0.5366592993099027
HG,1,1d,funding_z_126d,4,5133,11.725935931631284,7.938770186457847,-0.219434834587597
HG,1,1d,funding_z_126d,5,5158,2.3676444713266447,4.970954667137841,0.03230078632638338
HG,1,1d,funding_z_126d,6,5142,2.7520006118517855,0.9220043996171449,0.27076119116263253
HG,1,1d,funding_z_126d,7,5161,5.1436793880468015,6.532944755701783,0.49828431423765474
HG,1,1d,funding_z_126d,8,5152,7.448823422110523,5.19808271197069,0.7384512989931244
HG,1,1d,funding_z_126d,9,5148,5.084865170351455,9.19069787220502,1.0513876128362805
HG,1,1d,funding_z_126d,10,5134,-9.385287450785993,-13.933254924661403,1.9487482846660966
HG,1,1d,funding_change_24h_pct_ann,1,5178,-0.5361517599517731,5.554669291397829,-5.053934767781978
HG,1,1d,funding_change_24h_pct_ann,2,5179,7.30679938453508,4.207635070214447,-2.115305969764151
HG,1,1d,funding_change_24h_pct_ann,3,5175,8.159244250711568,8.786810878697725,-1.1836534706531396
HG,1,1d,funding_change_24h_pct_ann,4,5178,1.3378290798657055,-0.026516182165083568,-0.5986799128989826
HG,1,1d,funding_change_24h_pct_ann,5,5178,3.141636961397506,2.2844342719498263,-0.16915457083287336
HG,1,1d,funding_change_24h_pct_ann,6,5176,-0.06712354405205138,1.5850176516647247,0.17654491157995367
HG,1,1d,funding_change_24h_pct_ann,7,5178,1.0388440249360882,2.562321331148188,0.602933311390603
HG,1,1d,funding_change_24h_pct_ann,8,5177,1.3876086731199957,-0.6379015205074706,1.1803711726136712
HG,1,1d,funding_change_24h_pct_ann,9,5178,3.142615966720992,4.622796959065349,2.1186530716232674
HG,1,1d,funding_change_24h_pct_ann,10,5177,-0.3088134427585614,-2.186607345262585,5.0160353684975805
HG,1,1d,funding_z_change_24h,1,5152,25.36538944862284,18.27659300573932,-1.7191545622281492
HG,1,1d,funding_z_change_24h,2,5148,15.258696615558986,15.351332781959755,-0.6893027439270193
HG,1,1d,funding_z_change_24h,3,5153,7.945077812595992,6.06437318209246,-0.38548120569119526
HG,1,1d,funding_z_change_24h,4,5150,5.749953347974439,3.431209537788291,-0.1950380275594864
HG,1,1d,funding_z_change_24h,5,5586,11.311708993803624,15.473719849025832,-0.03789970175068921
HG,1,1d,funding_z_change_24h,6,4709,-5.88569569348927,-8.2839056231626,0.05609352705541371
HG,1,1d,funding_z_change_24h,7,5152,2.1248639841705503,1.0235389439151854,0.1991827795540962
HG,1,1d,funding_z_change_24h,8,5142,-9.686434642764446,-6.148833537570163,0.4100820269280031
HG,1,1d,funding_z_change_24h,9,5136,-3.463222828046108,-4.794529921347775,0.7160757025825408
HG,1,1d,funding_z_change_24h,10,5145,-24.83428158665907,-17.6172349799182,1.6108977682027386
HG,1,1d,abs_funding_z_126d,1,5153,3.5745792451827403,7.062458788956708,0.061499091196568
HG,1,1d,abs_funding_z_126d,2,5150,11.510486066745115,7.760693919835582,0.18575777789082257
HG,1,1d,abs_funding_z_126d,3,5169,4.195230400853206,1.094609439917722,0.3101772347277364
HG,1,1d,abs_funding_z_126d,4,5151,8.577226480209143,7.650497262522021,0.44401778739563724
HG,1,1d,abs_funding_z_126d,5,5148,-6.2724554463614455,-5.057886783414848,0.5819594480167812
HG,1,1d,abs_funding_z_126d,6,5156,-3.369811739365117,-6.857582420971993,0.7386905441648853
HG,1,1d,abs_funding_z_126d,7,5143,-2.2170617472444096,5.323716243231271,0.9093544345226067
HG,1,1d,abs_funding_z_126d,8,5128,-1.9640344757394879,5.461364048952924,1.1286831385134506
HG,1,1d,abs_funding_z_126d,9,5160,2.256431367812123,-6.734042456569176,1.4633352767444068
HG,1,1d,abs_funding_z_126d,10,5139,9.465770278292073,7.2141809722328025,2.717502758317703
HG,1,1h,funding_pct_ann,1,5772,-0.3717523622464989,0.014978553553552914,-3.588423117150615
HG,1,1h,funding_pct_ann,2,5774,0.749065154696849,0.004470437102537469,-0.23165787533851265
HG,1,1h,funding_pct_ann,3,5773,0.31371275553092404,-0.01079766130372968,0.7996525961829846
HG,1,1h,funding_pct_ann,4,5766,-0.2088830901886109,-0.017632993761456307,1.482599541595864
HG,1,1h,funding_pct_ann,5,5775,-0.32019380556693633,-0.024620522966620366,2.0782378827163495
HG,1,1h,funding_pct_ann,6,5773,-0.026287294257528605,-0.030846994015016938,2.6520050996777895
HG,1,1h,funding_pct_ann,7,5765,0.8739759564406543,-0.034620335832506406,3.3218769918004174
HG,1,1h,funding_pct_ann,8,5773,-0.07747747419874412,-0.0471824696197898,4.1327091400383456
HG,1,1h,funding_pct_ann,9,5769,0.15692314207594613,-0.057708159900487846,5.241403634732463
HG,1,1h,funding_pct_ann,10,5772,0.0492938860932515,0.8652667142366604,7.412920311513784
HG,1,1h,funding_z_126d,1,5735,1.616061265991996,0.1743708041033926,-2.190551580375485
HG,1,1h,funding_z_126d,2,5724,0.10959555724606738,-0.013071915457816413,-0.9696051214639239
HG,1,1h,funding_z_126d,3,5716,0.6157995693989856,-0.018436456263088725,-0.5396547001020638
HG,1,1h,funding_z_126d,4,5720,0.3358143495255485,-0.016290325401587525,-0.23082069941396455
HG,1,1h,funding_z_126d,5,5698,-0.06779805272911682,-0.030522378170443256,0.01664993353650487
HG,1,1h,funding_z_126d,6,5717,0.15490439627005764,-0.021246459638288785,0.25636482282583384
HG,1,1h,funding_z_126d,7,5727,0.26081512672213336,-0.02492173180759117,0.4816667175371257
HG,1,1h,funding_z_126d,8,5727,-0.861591590502157,-0.05258037001808673,0.7303322291843644
HG,1,1h,funding_z_126d,9,5721,0.10827635030475681,-0.041502049039290466,1.0564887930313833
HG,1,1h,funding_z_126d,10,5699,-1.141564635398834,-0.06068266779774824,1.9656716171058541
