root,target_months,horizon,signal,decile,n,mean_excess_bp,median_excess_bp,mean_signal
GC,1,3d,funding_pct_ann,8,5692,20.10432400353046,17.642667880840364,5.021540803751682
GC,1,3d,funding_pct_ann,9,5691,17.064974420316897,12.907806174029945,5.547160551392346
GC,1,3d,funding_pct_ann,10,5692,8.834183935258746,-1.5155678991271548,6.3691572710543785
GC,1,3d,funding_z_126d,1,5647,28.693776192055342,39.332620705017014,-1.9323943342021515
GC,1,3d,funding_z_126d,2,5631,42.01407439993489,46.87275926040782,-1.1684195911499031
GC,1,3d,funding_z_126d,3,5625,15.762995286441562,11.098115738683802,-0.729349649895832
GC,1,3d,funding_z_126d,4,5638,-27.76218192997493,-15.8553213927137,-0.3458530960137136
GC,1,3d,funding_z_126d,5,5635,9.54115262257016,9.771610770844234,-0.047177736973446696
GC,1,3d,funding_z_126d,6,5632,1.312415775509115,5.127124842593664,0.26110616048926866
GC,1,3d,funding_z_126d,7,5626,16.18903909233394,5.9949512269490155,0.5649034239483419
GC,1,3d,funding_z_126d,8,5630,5.558647644982217,-1.5159909946104058,0.8994467421450708
GC,1,3d,funding_z_126d,9,5642,-15.055350180309024,-18.965096855590545,1.3055824818220605
GC,1,3d,funding_z_126d,10,5615,-23.730576768886824,-26.700837121438397,2.157566842130155
GC,1,3d,funding_change_24h_pct_ann,1,5690,8.075268971511681,13.469623272387656,-1.8857315252066476
GC,1,3d,funding_change_24h_pct_ann,2,5689,7.537431343138524,5.524502016018802,-0.590546866104603
GC,1,3d,funding_change_24h_pct_ann,3,5689,5.707564050377665,5.854109059070388,-0.2926540281942784
GC,1,3d,funding_change_24h_pct_ann,4,5689,6.747114141980175,5.658896986874273,-0.1448369338289167
GC,1,3d,funding_change_24h_pct_ann,5,5689,3.361622344991674,3.307172902219284,-0.04080443356717217
GC,1,3d,funding_change_24h_pct_ann,6,5689,-0.5673537809783497,-2.3137381309793175,0.049568658464164576
GC,1,3d,funding_change_24h_pct_ann,7,5689,5.898163085584859,1.8420705230809549,0.1524381337648253
GC,1,3d,funding_change_24h_pct_ann,8,5689,4.5470525775107005,0.013949631725424221,0.30208778253813656
GC,1,3d,funding_change_24h_pct_ann,9,5689,8.527451222566265,6.083862341412054,0.591115263271692
GC,1,3d,funding_change_24h_pct_ann,10,5690,5.484724991433287,5.573634722843819,1.875967467858558
GC,1,3d,funding_z_change_24h,1,5631,26.102991876759805,25.877188843989117,-1.384652783959984
GC,1,3d,funding_z_change_24h,2,5647,11.611903203787772,11.683396034315196,-0.44655531483329614
GC,1,3d,funding_z_change_24h,3,5626,5.845742637339643,6.011130568613085,-0.2181460977509836
GC,1,3d,funding_z_change_24h,4,5618,14.220615111011613,6.9969735162201925,-0.09702939626603582
GC,1,3d,funding_z_change_24h,5,5640,-3.6743957243491625,1.1153365951843464,-0.02006151852364438
GC,1,3d,funding_z_change_24h,6,5630,-0.23325427067155285,1.1599558804658947,0.03816385532763793
GC,1,3d,funding_z_change_24h,7,5634,-18.798023751987607,-13.695077370855614,0.1175750577096169
GC,1,3d,funding_z_change_24h,8,5630,-2.299063023469127,-5.367671603237531,0.23657913624978985
GC,1,3d,funding_z_change_24h,9,5611,5.983789999067795,0.6814679704253916,0.44936945916264
GC,1,3d,funding_z_change_24h,10,5630,13.182629845567165,10.643032926265661,1.3268987494785291
GC,1,3d,abs_funding_z_126d,1,5646,8.613568515167152,10.534877100192375,0.07155305216419858
GC,1,3d,abs_funding_z_126d,2,5637,-5.241744223434754,2.431903526642072,0.22725798754343737
GC,1,3d,abs_funding_z_126d,3,5623,-14.817397146618106,-12.001501927470139,0.3758465148271783
GC,1,3d,abs_funding_z_126d,4,5640,13.621390987745091,9.145327026344084,0.5458222977415605
GC,1,3d,abs_funding_z_126d,5,5632,4.416842369538681,3.5615914502064197,0.72376951767189
GC,1,3d,abs_funding_z_126d,6,5622,20.63548185050554,11.9138274237558,0.9219002515042385
GC,1,3d,abs_funding_z_126d,7,5630,15.376366929982686,6.765294005455795,1.1353332473921125
GC,1,3d,abs_funding_z_126d,8,5643,13.750547505681059,13.652343211962979,1.3461623764257955
GC,1,3d,abs_funding_z_126d,9,5621,-2.1860625572285928,-2.852185669200029,1.639530596882496
GC,1,3d,abs_funding_z_126d,10,5627,-1.644719951300975,-1.3474016267947848,2.4578961315607426
GC,1,4h,funding_pct_ann,1,5840,-0.7161678302276328,-0.5789928728069311,0.36644293803586325
GC,1,4h,funding_pct_ann,2,5839,0.6889601245170058,0.9961772565915704,1.229086307265347
GC,1,4h,funding_pct_ann,3,5839,0.26006219408377645,-0.07358740281541963,1.7430789864577823
GC,1,4h,funding_pct_ann,4,5839,0.7127877013109322,1.214602330128496,2.2150594972243334
GC,1,4h,funding_pct_ann,5,5839,-0.1798159617221751,-0.16078626374984936,2.644434583690117
GC,1,4h,funding_pct_ann,6,5840,-0.14644323874389634,-0.1244589600919486,3.077747648777784
GC,1,4h,funding_pct_ann,7,5838,-0.12226975793830294,-0.1638144878054022,4.21931467883882
GC,1,4h,funding_pct_ann,8,5839,1.3629048427033421,1.3361325846592111,5.024467553515019
GC,1,4h,funding_pct_ann,9,5839,1.2076782806545785,1.4693843548270307,5.543320809347005
GC,1,4h,funding_pct_ann,10,5839,0.3077159219212734,-0.146699328545212,6.363132871635999
GC,1,4h,funding_z_126d,1,5787,1.570197997631179,1.6869448824112285,-1.9238892629345445
GC,1,4h,funding_z_126d,2,5776,1.7762849757686352,2.3564069035225446,-1.1582108139433307
GC,1,4h,funding_z_126d,3,5777,3.9944798421304695,1.7079980443975167,-0.71938250964295
GC,1,4h,funding_z_126d,4,5780,-0.9437151362453866,0.7143322343985968,-0.34463961944605803
GC,1,4h,funding_z_126d,5,5785,0.8974389559771009,0.6759767198271506,-0.04283313981898702
GC,1,4h,funding_z_126d,6,5783,0.8287290840577786,0.7185026458941433,0.2695787414273034
GC,1,4h,funding_z_126d,7,5777,-0.6080925122683434,-0.2202005569639129,0.5742515543160597
GC,1,4h,funding_z_126d,8,5776,-0.7383657748834792,-1.249760250690207,0.9057443299416065
GC,1,4h,funding_z_126d,9,5788,-0.7193533143965473,-0.85367167878884,1.309915189996223
GC,1,4h,funding_z_126d,10,5767,-2.9951429571784822,-1.8702892228867165,2.164241230046763
GC,1,4h,funding_change_24h_pct_ann,1,5837,-0.024382536832924986,0.324690799096323,-1.8824834605783816
GC,1,4h,funding_change_24h_pct_ann,2,5837,0.9809989390466932,0.6796651666597123,-0.588897765120488
GC,1,4h,funding_change_24h_pct_ann,3,5836,0.5378179228531366,0.6186616545566161,-0.2916059001598303
GC,1,4h,funding_change_24h_pct_ann,4,5837,0.524461916853938,0.7054757716458213,-0.14425373468151723
GC,1,4h,funding_change_24h_pct_ann,5,5837,0.4936798433737808,0.02066936530096038,-0.04076541429312559
GC,1,4h,funding_change_24h_pct_ann,6,5836,-0.2265873339898545,-0.11763579084300417,0.04900039202039805
GC,1,4h,funding_change_24h_pct_ann,7,5837,0.4637235910520521,0.5373109036815292,0.15177657047703205
GC,1,4h,funding_change_24h_pct_ann,8,5836,-0.2702988816801675,-0.2722733869266667,0.30124311322546043
