ts,md_signed_flow_ewma,md_notional_share_ewma,complex_trades,complex_notional,complex_signed_notional_ratio,signed_share_GC,signed_share_SI,signed_share_HG,signed_share_PL,signed_share_PA,notional_share_GC,notional_share_SI,notional_share_HG,notional_share_PL,notional_share_PA
2023-11-02 06:05:00+00:00,12.920478630643954,6.35150917177263,347.0,90726625.0,-0.07717734457773559,0.07375255058809913,-0.03307270605514092,-0.044438994617070786,-0.005669614625254714,-0.0677485798683683,0.6929123617240254,0.05851507206401649,0.15848848119281414,0.014949580677116558,0.0751345043420275
2025-05-26 22:55:00+00:00,12.893189615513394,6.87892909981301,47.0,10546440.0,0.11234881154209382,0.2544678583484095,-0.01593428683043757,-0.022950872521912608,-0.10323388745396551,0.0,0.7959425170958162,0.01593428683043757,0.022950872521912608,0.16517232355183362,0.0
2023-07-09 23:35:00+00:00,12.879027150509645,4.950631215541044,50.0,13648372.5,-0.2173209662910358,0.15554235495843918,-0.3663312237411457,0.0069193231647216545,-0.013451420673050943,0.0,0.43831453164104367,0.45153552190929724,0.08996951834367065,0.02018042810598846,0.0
2023-10-05 22:25:00+00:00,12.878065032272401,9.42626986695727,34.0,6803382.5,0.21832191560595043,0.2697555223449512,-0.07770032039209908,-0.11811587838843399,0.07654868736249947,0.06783390467903282,0.5395007556902761,0.07770032039209908,0.170567728626165,0.07654868736249947,0.13568250792896033
2025-04-04 02:15:00+00:00,12.85469324586952,7.650221043109864,366.0,93051000.0,-0.10803314848846332,0.010626645602948919,0.0034384369861688757,0.003856621637596588,-0.10209804300867266,-0.023856809706505035,0.6706222394170939,0.09228165199729181,0.03609794628751975,0.1751510462004707,0.025847116097623885
2024-05-07 22:45:00+00:00,12.844963037825549,7.167844530488378,62.0,13844930.0,-0.6212609959024712,-0.4529448686269992,0.009924210523274584,-0.0746843790470591,-0.10355595875168744,0.0,0.6542705524693877,0.04981426413856914,0.12447336317337827,0.1714418202186649,0.0
2025-03-18 22:25:00+00:00,12.825258777246944,5.667453043310543,51.0,10472530.0,0.1566247602059865,0.20323264769831167,-0.033217856621083924,-0.08372021851453278,0.01472280337225102,0.05560738427104052,0.4935426300998899,0.24821127272970334,0.11954847586972775,0.0830902370296385,0.05560738427104052
2025-08-29 03:45:00+00:00,12.82112189188836,3.938456843108408,81.0,32801532.5,-0.013902627872645889,-0.20093725803817244,0.005928076683612269,0.18732165943771073,-0.006218154593844053,3.048638047627805e-06,0.6455109986095924,0.09034029126535476,0.23589256081251692,0.014509840355782157,0.013746308956753774
2024-12-30 21:40:00+00:00,12.816577478237276,5.556429319262782,105.0,35793532.5,0.3618289840490038,-0.007319199355358405,0.008253586035410168,0.3569985024529222,0.003894698015626146,1.3969004037251701e-06,0.35878157597325716,0.11492648846547907,0.48550356129281175,0.0357553421138302,0.005033032154621788
2023-07-04 02:20:00+00:00,12.802069657374203,9.013203713637875,49.0,9876427.5,0.30401149605968353,0.09767296929988095,0.04682361106786842,0.09606079728727822,0.0,0.06345411840465594,0.6446096020043685,0.09364215957642578,0.17291044762896302,0.0,0.08883779079024273
2026-05-21 22:15:00+00:00,12.800299967074773,6.358137761149451,97.0,34962582.5,0.2533517797205055,0.1439218627514143,0.03307535992228263,-0.040807554762294806,0.08495339267343881,0.03220871913566453,0.5084346958637852,0.07714676111239781,0.2689478816388921,0.11326194224926034,0.03220871913566453
2025-09-03 04:30:00+00:00,12.764768527660014,7.894174336492765,316.0,108436327.5,0.2617721215244956,0.1396269160812367,0.04223446243142087,-0.007479850329678493,0.02735351766685385,0.06003707567466263,0.6874796640452435,0.08831542178519464,0.022392518780203065,0.10423255066435186,0.09757984472500694
2025-07-24 17:55:00+00:00,12.715724357192615,6.183332253342201,458.0,173709825.0,-0.018186564864710444,0.0819109684786108,-0.0022536146127601015,0.008388558332840414,-0.03865224664177746,-0.0675802304216241,0.7121090588859899,0.06550967972018854,0.06197936702774296,0.07648004365901584,0.08392185070706278
2023-08-10 06:20:00+00:00,12.704072255054271,16.900797814522175,402.0,96105632.5,0.21686650363598617,0.10343961890058836,0.02013513620026381,0.015799412172850535,0.01307207462580302,0.06442026173648042,0.367090971489106,0.19069043637999053,0.2263466451875232,0.050459685596471154,0.1654122613469091
