split,observations,active_bars,gross_return,cost_return,net_return,mean_net_bps,tstat,annualized_sharpe,hit_rate,max_drawdown,gross_to_cost,turnover
train,80954,7925,0.8621900397069379,0.08014017683525175,0.7820498628716861,0.09660422744665934,4.219898220935516,5.051831546471604,0.05105368480865677,-0.0698362018988985,10.758524297736276,341.50000000000006
test_embargoed,34645,8188,0.8400810100168349,0.07597359473056191,0.764107415286273,0.22055344646739009,3.541534037218597,6.480927715929109,0.11987299754654351,-0.050603579445815894,11.057539306862564,331.7083333333333
