feature,root,horizon,spearman_ic,pvalue,observations,bh_qvalue
rv_z_PA,GC,2,0.005837485079121003,0.049078199720893965,113648,0.11580249372345768
rv_z_PA,GC,5,0.0038417204329561977,0.19529144761354528,113645,0.35661916520734355
rv_z_PA,GC,10,0.003941628829475506,0.1839355415548,113640,0.34487914041525
rv_z_PA,GC,20,0.004855747209891797,0.10166853286454906,113630,0.21457680303070656
rv_z_PA,GC,50,0.0051445926484666865,0.0829257626145569,113600,0.18282845300847195
rv_z_PA,SI,1,0.004939958688239743,0.09584411241475774,113649,0.20433770159491496
rv_z_PA,SI,2,0.004351425537316011,0.1423947828925631,113648,0.285469254486284
rv_z_PA,SI,5,0.002762652901894849,0.3516895979465271,113645,0.5332477658394995
rv_z_PA,SI,10,0.00276737332974261,0.3508778970818067,113640,0.5329790841748964
rv_z_PA,SI,20,0.001151957587486939,0.6977867803518014,113630,0.8118294951461401
rv_z_PA,SI,50,0.003103050043802303,0.2956249420527019,113600,0.48031905478582126
rv_z_PA,HG,1,0.01092159295904577,0.00023146386266600992,113649,0.0008308959172625998
rv_z_PA,HG,2,0.012021562646528532,5.061318190223488e-05,113648,0.00019774452464128977
rv_z_PA,HG,5,0.010850447153791675,0.00025429873499886453,113645,0.0009013119721478744
rv_z_PA,HG,10,0.00918685322505583,0.0019551070003001715,113640,0.006244448213886479
rv_z_PA,HG,20,0.009309013414050285,0.0017009711234907772,113630,0.005516663103213332
rv_z_PA,HG,50,0.008680819872922638,0.0034350717927161102,113600,0.010379353618278894
rv_z_PA,PL,1,0.05161168773068877,6.847080988553021e-68,113649,1.3375693093917529e-66
rv_z_PA,PL,2,0.05124360827945171,5.969409728339797e-67,113648,1.1396145845012339e-65
rv_z_PA,PL,5,0.04988733065403919,1.52290368162349e-63,113645,2.7217853033270884e-62
rv_z_PA,PL,10,0.04711349397117428,7.33161243904639e-57,113640,1.1619914054337675e-55
rv_z_PA,PL,20,0.04351460218386954,9.30122842579293e-49,113630,1.370707346958958e-47
rv_z_PA,PL,50,0.044923923677570005,7.703420237193322e-52,113600,1.1555130355789981e-50
rv_z_PA,PA,1,-0.08829988623510973,1.825988579864826e-195,113649,7.303954319459304e-194
rv_z_PA,PA,2,-0.09029729126461175,2.3952890660907825e-204,113648,1.0060214077581287e-202
rv_z_PA,PA,5,-0.09046267765070912,4.3661182522674065e-205,113645,1.930283858897169e-203
rv_z_PA,PA,10,-0.08715379459623639,1.918637895225508e-190,113640,7.325708327224667e-189
rv_z_PA,PA,20,-0.0785645556585425,5.1146503290999936e-155,113630,1.8679592506278237e-153
rv_z_PA,PA,50,-0.06676705017821725,2.1842482704686434e-112,113600,6.795439063680224e-111
md_rolling,GC,1,-0.0022940035519241012,0.436317061311162,115148,0.6190985329415136
md_rolling,GC,2,0.0005493304523545933,0.8521279291591118,115147,0.9204020695621007
md_rolling,GC,5,0.0006835408459422899,0.8165826203940892,115144,0.8990909485811656
md_rolling,GC,10,-0.0015975470087212283,0.5877659316263621,115139,0.7443319965963244
md_rolling,GC,20,-0.002428455606113749,0.40994899300575094,115129,0.5947446530653382
md_rolling,GC,50,-0.0030986653030246458,0.29314293814202136,115099,0.4772094341846859
md_rolling,SI,1,-0.002373398481114286,0.4206069379819172,115148,0.6060202880013902
md_rolling,SI,2,-0.002042700802170569,0.4882158389713569,115147,0.6609969069093522
md_rolling,SI,5,0.003227562875238844,0.2734308496074513,115144,0.45484566526945575
md_rolling,SI,10,0.0018761026728011437,0.5243884223871056,115139,0.692588482398064
md_rolling,SI,20,0.0015320290041341007,0.6031874462450431,115129,0.7473118803035932
md_rolling,SI,50,0.00024765880860528293,0.9330401968991423,115099,0.9534717340575176
md_rolling,HG,1,-0.0025040985825704053,0.39548105075364826,115148,0.5861784388795296
md_rolling,HG,2,-0.003232266433919234,0.27272613155667147,115147,0.45484566526945575
md_rolling,HG,5,-0.0002679993523655093,0.9275411409819679,115144,0.9534717340575176
md_rolling,HG,10,-0.003030899629515487,0.303742785073794,115139,0.4859884561180704
md_rolling,HG,20,-0.003927368258787556,0.18267202917118514,115129,0.34461015228171205
md_rolling,HG,50,0.004956676957932801,0.0926451961854629,115099,0.19954349947638161
md_rolling,PL,1,-0.00056626573225416,0.8476235277641747,115148,0.9204020695621007
md_rolling,PL,2,-0.00015699253503543198,0.9575150326889608,115147,0.9713920621482212
md_rolling,PL,5,0.0032392723248051607,0.2716942806004058,115144,0.45484566526945575
md_rolling,PL,10,-0.000268562706952213,0.9273908200052017,115139,0.9534717340575176
md_rolling,PL,20,-0.003345023524726179,0.25638388070789403,115129,0.443132633322286
md_rolling,PL,50,-0.005578165932884724,0.0584302071604292,115099,0.13410211479442766
md_rolling,PA,1,0.0014109981985829742,0.6320840395397715,115148,0.7628600477204139
md_rolling,PA,2,0.0013198663141103292,0.6542471989225365,115147,0.7740389395703249
md_rolling,PA,5,0.0032380259664011313,0.2718787617063974,115144,0.45484566526945575
md_rolling,PA,10,0.0015378904498137907,0.6017860849581882,115139,0.7473118803035932
md_rolling,PA,20,-0.003476657636896121,0.23814191532825923,115129,0.42069262449318595
md_rolling,PA,50,0.00037832844952032124,0.8978710153409225,115099,0.9437132082750965
md_expanding,GC,1,-0.0022940035519241012,0.436317061311162,115148,0.6190985329415136
md_expanding,GC,2,0.0005493304523545933,0.8521279291591118,115147,0.9204020695621007
md_expanding,GC,5,0.0006835408459422899,0.8165826203940892,115144,0.8990909485811656
md_expanding,GC,10,-0.0015975470087212283,0.5877659316263621,115139,0.7443319965963244
md_expanding,GC,20,-0.002428455606113749,0.40994899300575094,115129,0.5947446530653382
md_expanding,GC,50,-0.0030986653030246458,0.29314293814202136,115099,0.4772094341846859
md_expanding,SI,1,-0.002373398481114286,0.4206069379819172,115148,0.6060202880013902
md_expanding,SI,2,-0.002042700802170569,0.4882158389713569,115147,0.6609969069093522
md_expanding,SI,5,0.003227562875238844,0.2734308496074513,115144,0.45484566526945575
md_expanding,SI,10,0.0018761026728011437,0.5243884223871056,115139,0.692588482398064
md_expanding,SI,20,0.0015320290041341007,0.6031874462450431,115129,0.7473118803035932
md_expanding,SI,50,0.00024765880860528293,0.9330401968991423,115099,0.9534717340575176
md_expanding,HG,1,-0.0025040985825704053,0.39548105075364826,115148,0.5861784388795296
md_expanding,HG,2,-0.003232266433919234,0.27272613155667147,115147,0.45484566526945575
md_expanding,HG,5,-0.0002679993523655093,0.9275411409819679,115144,0.9534717340575176
md_expanding,HG,10,-0.003030899629515487,0.303742785073794,115139,0.4859884561180704
md_expanding,HG,20,-0.003927368258787556,0.18267202917118514,115129,0.34461015228171205
md_expanding,HG,50,0.004956676957932801,0.0926451961854629,115099,0.19954349947638161
md_expanding,PL,1,-0.00056626573225416,0.8476235277641747,115148,0.9204020695621007
md_expanding,PL,2,-0.00015699253503543198,0.9575150326889608,115147,0.9713920621482212
md_expanding,PL,5,0.0032392723248051607,0.2716942806004058,115144,0.45484566526945575
md_expanding,PL,10,-0.000268562706952213,0.9273908200052017,115139,0.9534717340575176
md_expanding,PL,20,-0.003345023524726179,0.25638388070789403,115129,0.443132633322286
md_expanding,PL,50,-0.005578165932884724,0.0584302071604292,115099,0.13410211479442766
md_expanding,PA,1,0.0014109981985829742,0.6320840395397715,115148,0.7628600477204139
md_expanding,PA,2,0.0013198663141103292,0.6542471989225365,115147,0.7740389395703249
md_expanding,PA,5,0.0032380259664011313,0.2718787617063974,115144,0.45484566526945575
md_expanding,PA,10,0.0015378904498137907,0.6017860849581882,115139,0.7473118803035932
md_expanding,PA,20,-0.003476657636896121,0.23814191532825923,115129,0.42069262449318595
md_expanding,PA,50,0.00037832844952032124,0.8978710153409225,115099,0.9437132082750965
md_ewma,GC,1,-0.0022940035519241012,0.436317061311162,115148,0.6190985329415136
md_ewma,GC,2,0.0005493304523545933,0.8521279291591118,115147,0.9204020695621007
md_ewma,GC,5,0.0006835408459422899,0.8165826203940892,115144,0.8990909485811656
md_ewma,GC,10,-0.0015975470087212283,0.5877659316263621,115139,0.7443319965963244
md_ewma,GC,20,-0.002428455606113749,0.40994899300575094,115129,0.5947446530653382
md_ewma,GC,50,-0.0030986653030246458,0.29314293814202136,115099,0.4772094341846859
md_ewma,SI,1,-0.002373398481114286,0.4206069379819172,115148,0.6060202880013902
md_ewma,SI,2,-0.002042700802170569,0.4882158389713569,115147,0.6609969069093522
md_ewma,SI,5,0.003227562875238844,0.2734308496074513,115144,0.45484566526945575
md_ewma,SI,10,0.0018761026728011437,0.5243884223871056,115139,0.692588482398064
md_ewma,SI,20,0.0015320290041341007,0.6031874462450431,115129,0.7473118803035932
md_ewma,SI,50,0.00024765880860528293,0.9330401968991423,115099,0.9534717340575176
md_ewma,HG,1,-0.0025040985825704053,0.39548105075364826,115148,0.5861784388795296
md_ewma,HG,2,-0.003232266433919234,0.27272613155667147,115147,0.45484566526945575
md_ewma,HG,5,-0.0002679993523655093,0.9275411409819679,115144,0.9534717340575176
md_ewma,HG,10,-0.003030899629515487,0.303742785073794,115139,0.4859884561180704
md_ewma,HG,20,-0.003927368258787556,0.18267202917118514,115129,0.34461015228171205
md_ewma,HG,50,0.004956676957932801,0.0926451961854629,115099,0.19954349947638161
md_ewma,PL,1,-0.00056626573225416,0.8476235277641747,115148,0.9204020695621007
md_ewma,PL,2,-0.00015699253503543198,0.9575150326889608,115147,0.9713920621482212
