variant,cost_multiplier,observations,active_bars,gross_return,cost_return,net_return,mean_net_bps,tstat,annualized_sharpe,hit_rate,max_drawdown,gross_to_cost,turnover
cost_0.0,0.0,115649,16113,1.7022710497237727,0.0,1.7022710497237727,0.14719288966820057,5.971202177596401,5.980766892015483,0.07178618059818935,-0.0681341785691133,inf,673.2083333333334
cost_1.0,1.0,115649,16113,1.7022710497237727,0.15611377156581366,1.546157278157959,0.1336939600133126,5.436051393489414,5.444758899549293,0.07164783093671367,-0.0698362018988985,10.904041537463835,673.2083333333334
cost_2.0,2.0,115649,16113,1.7022710497237727,0.3122275431316273,1.3900435065921455,0.12019503035842467,4.896216067920389,4.904058861888996,0.07147489385986909,-0.07153822522868347,5.452020768731917,673.2083333333334
cost_3.0,3.0,115649,16113,1.7022710497237727,0.46834131469744095,1.2339297350263319,0.10669610070353672,4.352394014800134,4.359365710708719,0.07132789734455118,-0.07324024855846856,3.6346805124879453,673.2083333333334
