root,nobs,mean_carry_pct_ann,median_carry_pct_ann,p10_carry_pct_ann,p90_carry_pct_ann,latest_carry_pct_ann,max_funding_age_hours,median_max_funding_age_hours
GC,57513,0.9236911572795047,0.6824154489371755,0.05959369575000202,2.303460733594881,0.09258382316330553,335.75,3.0
SI,57513,-0.48476734795225995,-0.26292451965813657,-1.5356743990054371,0.21653360005051833,-2.3076769935926986,335.75,3.0
HG,57513,0.2526371379774517,0.41015244007715396,-1.555757115596235,1.8398941618583484,1.667014561240628,335.75,3.0
PL,57513,-0.4176076335878983,-0.30887282599464755,-1.4333283923240228,0.374975444205892,-0.11684543213895855,335.75,3.0
PA,57513,-0.22581972478714452,-0.15274132767601983,-1.8400850904786314,1.2999685921639998,1.3998209415183505,335.75,3.0
