ts,GC_carry_pct_ann,SI_carry_pct_ann,HG_carry_pct_ann,PL_carry_pct_ann,PA_carry_pct_ann
2016-07-11 00:00:00+00:00,0.9233729350074692,0.09992960068577594,0.8718821036429579,-1.0441213085546932,-0.38122598853151046
2016-07-12 00:00:00+00:00,0.7982175723137226,-0.17419416625436768,0.8436230239075315,-0.2846294978797276,-0.645106076861051
2016-07-13 00:00:00+00:00,0.7754988601077478,-0.18583639531195562,0.8921708319115712,-0.42871323244546844,-0.6893737043932812
2016-07-14 00:00:00+00:00,0.7120976914808516,-0.23285711876356965,0.8635157961735527,-0.2512498100249184,-0.6644236309807134
2016-07-15 00:00:00+00:00,0.7012872832212849,-0.1651513151799367,0.8443384726537736,-0.2978731604735816,-0.6481991348234585
2016-07-17 00:00:00+00:00,0.6998613912803928,-0.037506353076648076,0.8687665924475734,-0.5078314527040569,-0.6499080454635944
2016-07-18 00:00:00+00:00,0.700962235403618,-0.22316786952101386,0.8795689912487248,-0.32739446251884374,-0.7934526661302316
2016-07-19 00:00:00+00:00,0.7298773422052744,-0.16578306170563467,0.8261400178718747,-0.42525902733022597,-0.611137680705654
2016-07-20 00:00:00+00:00,0.6845930050292343,-0.17046145601696772,0.8514795088962609,-0.2815918834823187,-0.7641389837166432
2016-07-21 00:00:00+00:00,0.7362569003815387,-0.13987991012624523,0.8634246894954161,-0.4776318927394649,-0.6880954082075289
2016-07-22 00:00:00+00:00,0.7124013261888074,-0.15089494264728895,0.8462764717886475,-0.43235499791037024,-0.6873614443466504
2016-07-24 00:00:00+00:00,0.8913539114682676,-0.038599845462810166,0.8356912442374024,-0.9519961373245782,-0.32494183116305553
2016-07-25 00:00:00+00:00,0.7390667379877767,-0.1385987991493214,0.8836657155074072,-0.5047875348596045,-0.6601028320062644
2016-07-26 00:00:00+00:00,0.685204456150114,-0.08713206713378155,0.8305642859717292,-0.5186392420766514,-0.5803028571610718
2016-07-27 00:00:00+00:00,0.7357486110059768,-0.09305253746935696,0.9174684598815941,-0.6135847215596212,-0.7233221942836044
2016-07-28 00:00:00+00:00,0.8036163330566358,-0.17787591436293368,0.9516754688015677,-0.5645358663086398,-0.6733926731805763
2016-07-29 00:00:00+00:00,0.7828843851922238,-0.055742456119673094,0.9798790469830622,-0.7136396092530619,-0.630128759080167
2016-07-31 00:00:00+00:00,0.8689178538881709,-0.036567793478857226,1.1640120799032858,-0.6485449414042856,-0.9757591466024202
2016-08-01 00:00:00+00:00,0.7071346791470563,-0.02512936432660872,0.9907145998472335,-0.5114714314610346,-0.9220953619590405
2016-08-02 00:00:00+00:00,0.5968125430161869,0.10625824489701514,0.8757772225168118,-0.5500997587750811,-0.7249508011281398
2016-08-03 00:00:00+00:00,0.7130155774745685,0.12308307541570007,0.9831256236909786,-0.7234897476142444,-0.767227427887698
2016-08-04 00:00:00+00:00,0.7603569459181441,0.05249034901171615,1.0942590873617746,-0.7375855422303208,-0.9225103151509255
2016-08-05 00:00:00+00:00,0.7773128113195388,0.06234920545431305,1.1125975995957755,-0.7136955879068112,-0.9297587567074934
2016-08-07 00:00:00+00:00,0.723072256024031,0.28010385362560275,1.1150715039262356,-0.8795632806984948,-0.855344450467648
2016-08-08 00:00:00+00:00,0.670148486249996,0.17822008448689566,1.0363199530072138,-0.6989286957015892,-0.7561904628531714
2016-08-09 00:00:00+00:00,0.7513132486442946,0.16403000443597957,1.1451714752819573,-0.7864263536489433,-1.0189130283701522
2016-08-10 00:00:00+00:00,0.7060048765032364,0.15690505113442205,1.1604206820326763,-0.6873869271459254,-0.9818795327818306
2016-08-11 00:00:00+00:00,0.7388615550553953,0.014513750011850969,1.1063535909959383,-0.6914855948575429,-0.9966487307110123
2016-08-12 00:00:00+00:00,0.6010076648357525,0.14238834807170436,1.0395289050069767,-0.6851963276557157,-0.8566926770011423
2016-08-14 00:00:00+00:00,0.8169295521778246,0.2761785742720887,1.2618567662255562,-1.0051491233068603,-0.9796767865785996
2016-08-15 00:00:00+00:00,0.7706091550520797,0.1650826468460083,1.1942075340628748,-0.7821195833208954,-1.0713647867810292
2016-08-16 00:00:00+00:00,0.6783626041833672,0.14453754724426643,1.099694091775518,-0.6712323733396081,-0.9922415320771378
2016-08-17 00:00:00+00:00,0.8333957715696951,0.1628932069379918,1.2084316746564945,-0.7625787871848239,-1.0174518918298683
2016-08-18 00:00:00+00:00,0.525003091188578,0.2928098804076512,1.0002994424522755,-0.6727004711311344,-0.9505593293956459
2016-08-19 00:00:00+00:00,0.7181970819863259,0.24053407878624705,1.1457618340866864,-0.8301470593121311,-1.0359442800633472
2016-08-21 00:00:00+00:00,0.5026376898133083,0.2979076205000305,0.8296753986420757,-0.7398801808051885,-0.6478254794407866
2016-08-22 00:00:00+00:00,0.49405427444432637,0.3172261474607055,0.9580525144922816,-0.675819725390058,-0.9331174388602442
2016-08-23 00:00:00+00:00,0.6016031735952165,0.2723969504628962,1.031030000426246,-0.7533219306011104,-0.910719823231309
2016-08-24 00:00:00+00:00,0.6159697238317421,0.3234774097523921,1.0151619944244044,-0.7399257230339892,-0.9486735604002313
2016-08-25 00:00:00+00:00,0.4448873980034294,0.2554842324950328,0.7828070020988156,-0.6153752601870023,-0.6871310010986011
2016-08-26 00:00:00+00:00,0.4418286225860246,0.18956540186727464,0.7505988802647938,-0.5336632574261767,-0.6447355088747275
2016-08-28 00:00:00+00:00,0.45179764929285815,0.14639906917061685,0.6793974992240299,-0.4821969282141641,-0.5783002445281281
2016-08-29 00:00:00+00:00,0.3779918922471093,0.3530270780653094,0.8200630162451804,-0.42192399951300347,-0.7546416797902328
2016-08-30 00:00:00+00:00,0.5923996663298273,0.394781346593314,1.746010310711924,-0.3016110840103173,-2.2409346295883505
2016-08-31 00:00:00+00:00,0.43843211399383936,0.2137193316833286,0.7202789312614846,-0.4781536719137219,-0.5965638476911542
2016-09-01 00:00:00+00:00,0.521685077240082,0.21063240711784154,0.9411627701133706,-0.4522653862898099,-1.0174909256095115
2016-09-02 00:00:00+00:00,0.5475355919793653,0.13922853537849966,0.9812816769406291,-0.32353424011248716,-1.0884134580654694
2016-09-04 00:00:00+00:00,0.2239351818813527,0.36351818799807695,0.7738968210812882,-0.1528301368261226,-1.0059410898313463
