ts,GC,SI,HG,PL,PA
2016-07-11 00:00:00+00:00,0.0006565849013732757,-0.0007390533727326175,0.0007371017715460838,-0.00021418316554883913,-0.0003930139225226571
2016-07-12 00:00:00+00:00,0.0012202574973707238,0.003241451540939179,0.0038067577240056554,-0.0015878511681986164,-0.007160447824014854
2016-07-13 00:00:00+00:00,0.00032463199636685353,0.006717219173642083,0.005159400099561026,-0.0011833726035678264,-0.011530158690594665
2016-07-14 00:00:00+00:00,0.002029431374566373,0.007901836329355373,0.009516159337308589,-0.0012138473510349753,-0.01999275375662439
2016-07-15 00:00:00+00:00,0.00246450533152864,0.009927985581438434,0.010648505373471685,-0.002512187220442226,-0.02292309911743698
2016-07-17 00:00:00+00:00,0.0023096239132753774,0.010198861432910582,0.010753556785598799,-0.0022927311512310777,-0.02340293648219221
2016-07-18 00:00:00+00:00,0.0018742519667739334,0.011985942460313308,0.011569103717482645,-0.0016081607669078306,-0.024667743933474918
2016-07-19 00:00:00+00:00,0.003255009320097552,0.012277994245234491,0.011837254451363913,-0.004865970111650583,-0.021215672130682692
2016-07-20 00:00:00+00:00,0.004165561821975445,0.009039852457284196,0.009669168807049149,-0.006324786112627935,-0.014106419302260444
2016-07-21 00:00:00+00:00,0.004245038133555763,0.008203558716413066,0.009891630119564903,-0.005019364849238182,-0.01575363698742294
2016-07-22 00:00:00+00:00,0.004707490242871634,0.00851992362675857,0.011147685908203005,-0.005754996335804135,-0.020175090897224322
2016-07-24 00:00:00+00:00,0.005063618296748928,0.008433903260096258,0.011325430819067953,-0.006041277414047296,-0.020976864460363735
2016-07-25 00:00:00+00:00,0.004623181297094126,0.00825384845906274,0.011479635317079124,-0.004358887067474086,-0.022217797014759323
2016-07-26 00:00:00+00:00,0.005463021233078695,0.007150465619241783,0.012514293514853886,-0.003113233247130878,-0.02437584582225553
2016-07-27 00:00:00+00:00,0.006858066217207232,0.007939735339420035,0.014739724082246292,-0.00539107513167528,-0.028179289342102475
2016-07-28 00:00:00+00:00,0.00639199248322733,0.007902953102437625,0.012577483353380796,-0.006654534723563627,-0.02232935112152944
2016-07-29 00:00:00+00:00,0.004270098662985074,0.009616786434632318,0.01242472250548607,-0.003781796217515437,-0.02537819521333307
2016-07-31 00:00:00+00:00,0.004132750726311181,0.010281381437971434,0.01201875604909218,-0.0048756743154267914,-0.02387490236832718
2016-08-01 00:00:00+00:00,0.004401443293324962,0.009954383282999387,0.011873229052167006,-0.005353449393639653,-0.022891526287031606
2016-08-02 00:00:00+00:00,0.004353752000042172,0.00920441934558009,0.012131270508455215,-0.0036861686388022685,-0.02538310162025339
2016-08-03 00:00:00+00:00,0.0031070877605686733,0.008927463991589868,0.01100267402180865,-0.0017789570693521608,-0.025876893627106733
2016-08-04 00:00:00+00:00,0.002971709226916119,0.009564454623182853,0.01096910140281973,-0.0019892465538692942,-0.0240895288189194
2016-08-05 00:00:00+00:00,0.0023204587261258605,0.011495114465283894,0.010072407140183313,-0.004157892573615966,-0.019388463602752103
2016-08-07 00:00:00+00:00,0.002305409362114548,0.011787825967477267,0.009894781827344662,-0.004840728913410831,-0.018824018509873676
