ts,root,rolling_ar1
2022-10-16 00:00:00+00:00,PA,-0.005718641035952183
2022-10-17 00:00:00+00:00,PA,-0.0009981489971331665
2022-10-18 00:00:00+00:00,PA,0.00403190192309588
2022-10-19 00:00:00+00:00,PA,0.000957499425332267
2022-10-20 00:00:00+00:00,PA,-0.020493646553779853
2022-10-21 00:00:00+00:00,PA,-0.019475848760249947
2022-10-23 00:00:00+00:00,PA,-0.020456813264147472
2022-10-24 00:00:00+00:00,PA,-0.021921300268447002
2022-10-25 00:00:00+00:00,PA,-0.03364582024760166
2022-10-26 00:00:00+00:00,PA,-0.03564322648032986
2022-10-27 00:00:00+00:00,PA,-0.03996645878992244
2022-10-28 00:00:00+00:00,PA,-0.04530636438484228
2022-10-30 00:00:00+00:00,PA,-0.048397364406504544
2022-10-31 00:00:00+00:00,PA,-0.052764720139995946
2022-11-01 00:00:00+00:00,PA,-0.053342931522998946
2022-11-02 00:00:00+00:00,PA,-0.05273055130708819
2022-11-03 00:00:00+00:00,PA,-0.05258305729740981
2022-11-04 00:00:00+00:00,PA,-0.05274936108912299
2022-11-06 00:00:00+00:00,PA,-0.0585465822747301
2022-11-07 00:00:00+00:00,PA,-0.062289045921941635
2022-11-08 00:00:00+00:00,PA,-0.05902061286608188
2022-11-09 00:00:00+00:00,PA,-0.06239650785567435
2022-11-10 00:00:00+00:00,PA,-0.05037083142723244
2022-11-11 00:00:00+00:00,PA,-0.05150797384311984
2022-11-13 00:00:00+00:00,PA,-0.04782773166920188
2022-11-14 00:00:00+00:00,PA,-0.05088098106917974
2022-11-15 00:00:00+00:00,PA,-0.05841692446418699
2022-11-16 00:00:00+00:00,PA,-0.06109042492824839
2022-11-17 00:00:00+00:00,PA,-0.060803831839370624
2022-11-18 00:00:00+00:00,PA,-0.058825230986879834
2022-11-20 00:00:00+00:00,PA,-0.0676710138531911
2022-11-21 00:00:00+00:00,PA,-0.062303951687278994
2022-11-22 00:00:00+00:00,PA,-0.06330609898416074
2022-11-23 00:00:00+00:00,PA,-0.06572455878509947
2022-11-24 00:00:00+00:00,PA,-0.06063073736645131
2022-11-25 00:00:00+00:00,PA,-0.06255753705613719
2022-11-27 00:00:00+00:00,PA,-0.06240921251164636
2022-11-28 00:00:00+00:00,PA,-0.07299374448406615
2022-11-29 00:00:00+00:00,PA,-0.07906647762071027
2022-11-30 00:00:00+00:00,PA,-0.08392486514882082
2022-12-01 00:00:00+00:00,PA,-0.0874547296645763
2022-12-02 00:00:00+00:00,PA,-0.08715401826676712
2022-12-04 00:00:00+00:00,PA,-0.08629041034114704
2022-12-05 00:00:00+00:00,PA,-0.08597593352825025
2022-12-06 00:00:00+00:00,PA,-0.08523463753989947
2022-12-07 00:00:00+00:00,PA,-0.0944439786536817
2022-12-08 00:00:00+00:00,PA,-0.09104476679139839
2022-12-09 00:00:00+00:00,PA,-0.08933172460743614
2022-12-11 00:00:00+00:00,PA,-0.09125447066166054
2022-12-12 00:00:00+00:00,PA,-0.09890988245602446
2022-12-13 00:00:00+00:00,PA,-0.10133116772357367
2022-12-14 00:00:00+00:00,PA,-0.10310628193171506
2022-12-15 00:00:00+00:00,PA,-0.08822519390631692
2022-12-16 00:00:00+00:00,PA,-0.08410125234543349
2022-12-18 00:00:00+00:00,PA,-0.09787220510843839
2022-12-19 00:00:00+00:00,PA,-0.09687087265128479
2022-12-20 00:00:00+00:00,PA,-0.08788884564223051
2022-12-21 00:00:00+00:00,PA,-0.08681710273117499
2022-12-22 00:00:00+00:00,PA,-0.09732008012456102
2022-12-23 00:00:00+00:00,PA,-0.08985550404421827
2022-12-26 00:00:00+00:00,PA,-0.0888792170301915
2022-12-27 00:00:00+00:00,PA,-0.08701530743365317
2022-12-28 00:00:00+00:00,PA,-0.08819812449859549
2022-12-29 00:00:00+00:00,PA,-0.08792064355433511
2022-12-30 00:00:00+00:00,PA,-0.08792840529533187
2023-01-02 00:00:00+00:00,PA,-0.082474577067088
2023-01-03 00:00:00+00:00,PA,-0.07432763978150092
2023-01-04 00:00:00+00:00,PA,-0.0680566473947061
2023-01-05 00:00:00+00:00,PA,-0.06057108794637381
