,pc1,pc2,pc3
GC,0.6481036265016098,-0.21106696318401003,0.1992811018277404
SI,-0.4223788187536197,0.6949210033757629,0.10284678872265801
HG,-0.39043525752815356,-0.44937360298343976,-0.6485321755781028
PL,-0.34392947145843955,-0.2798962282927859,0.656905027906922
PA,-0.36170519919542454,-0.43847121051291116,0.3123961940457952
