feature,root,horizon,spearman_ic,pvalue,observations
GC_share_acceleration,GC,2,0.001338128707733951,0.5110895678193935,241172
GC_share_acceleration,GC,5,-0.0009499100943555501,0.6413915844794285,240410
GC_share_acceleration,GC,10,0.000636856554308873,0.7554561422328292,239170
GC_share_acceleration,GC,20,-0.0002940292555170972,0.8862407931536033,236742
GC_share_acceleration,GC,50,-0.0009111477067312985,0.6623710687599719,229656
GC_share_acceleration,SI,1,-0.004217040348577831,0.03825832139483486,241433
GC_share_acceleration,SI,2,0.0009860349942903638,0.6282211187588435,241172
GC_share_acceleration,SI,5,-0.0007600801894186912,0.7093882872368066,240410
GC_share_acceleration,SI,10,-0.000225688590747305,0.9121139994666344,239170
GC_share_acceleration,SI,20,-0.0011017642889678309,0.5919078841633214,236742
GC_share_acceleration,SI,50,-0.0009541119746898163,0.6475047826185865,229656
GC_share_acceleration,HG,1,-0.001156865199128469,0.5697412667326492,241433
GC_share_acceleration,HG,2,-0.0010782260124187475,0.5964542827754911,241172
GC_share_acceleration,HG,5,-0.0014032900200192531,0.49141964196403987,240410
GC_share_acceleration,HG,10,-0.0008043341476476362,0.6940553051521404,239170
GC_share_acceleration,HG,20,-0.0020742520131585744,0.3128563212251286,236742
GC_share_acceleration,HG,50,-0.001482754915453325,0.4773514715961034,229656
GC_share_acceleration,PL,1,-0.003252417447972016,0.11002109526985696,241433
GC_share_acceleration,PL,2,-0.001100377334570331,0.5889318299848857,241172
GC_share_acceleration,PL,5,-5.823959650227352e-05,0.9772189673715226,240410
GC_share_acceleration,PL,10,0.0006553783350374145,0.7485808419383635,239170
GC_share_acceleration,PL,20,-0.0008488661859219435,0.6795894571832746,236742
GC_share_acceleration,PL,50,-0.0013193290972458136,0.5272225540691748,229656
GC_share_acceleration,PA,1,-0.0020440344684102226,0.31521032942519034,241433
GC_share_acceleration,PA,2,-0.0013019989376173674,0.5225633488949128,241172
GC_share_acceleration,PA,5,-0.0028754559204113793,0.15857562880102308,240410
GC_share_acceleration,PA,10,-0.0004938935895100955,0.8091385856773552,239170
GC_share_acceleration,PA,20,-0.001368339248887846,0.5055530966716658,236742
GC_share_acceleration,PA,50,-0.001305030634671396,0.531708988422661,229656
GC_share_rank_change,GC,1,-0.0017645245330159096,0.3859365313617024,241433
GC_share_rank_change,GC,2,-0.0019211222292634226,0.3454533325126891,241172
GC_share_rank_change,GC,5,-0.0013806537060999423,0.4984353213591836,240410
GC_share_rank_change,GC,10,-0.001870973114250975,0.36019393655753845,239170
GC_share_rank_change,GC,20,-0.0006014795247332105,0.7697857139096317,236742
GC_share_rank_change,GC,50,-0.00020726896044628515,0.9208780078472274,229656
GC_share_rank_change,SI,1,-0.00021490480820086612,0.9159039139033778,241433
GC_share_rank_change,SI,2,-0.0010758978536448073,0.5972474459217181,241172
GC_share_rank_change,SI,5,0.00028731800375202,0.8879679423573206,240410
