signal,root,horizon,mechanism,beta,tstat,correlation,sign_agreement,observations
GC_signed_notional_share,GC,1,mean_reversion,-1.7546937175327005e-05,-1.409815628600911,-0.0028692211029875416,0.4504562342347566,241433
GC_signed_notional_share,GC,2,mean_reversion,-2.1030645139153576e-05,-1.1983999904185791,-0.0024402755134806248,0.4822118653906755,241172
GC_signed_notional_share,GC,5,mean_reversion,-1.2678341605970964e-05,-0.4589816795844538,-0.0009360966754378676,0.49461336882825174,240410
GC_signed_notional_share,GC,10,momentum,3.1120635303730386e-05,0.797603134231181,0.0016309278105881811,0.4977923652632019,239170
GC_signed_notional_share,GC,20,momentum,1.883887468874344e-05,0.3391677092688358,0.0006970734970652511,0.4971952589739041,236742
GC_signed_notional_share,GC,50,mean_reversion,-5.6089127270915186e-05,-0.6300733106369114,-0.0013147818530789123,0.49905075417145645,229656
GC_signed_notional_share,SI,1,mean_reversion,-2.719748683180022e-05,-1.0258646414566164,-0.002087817810370482,0.4370197943114653,241433
GC_signed_notional_share,SI,2,mean_reversion,-6.534747807048597e-05,-1.751129703163363,-0.0035657748051411476,0.4723102184333173,241172
GC_signed_notional_share,SI,5,mean_reversion,-4.516275804101796e-05,-0.77152326617536,-0.0015735263931926247,0.48789151865562996,240410
GC_signed_notional_share,SI,10,momentum,5.874883488120047e-05,0.7123726233570001,0.0014566500376693942,0.49206422210143413,239170
GC_signed_notional_share,SI,20,mean_reversion,-5.33540648630707e-05,-0.45323127736755653,-0.0009315021523284437,0.49417509356176764,236742
GC_signed_notional_share,SI,50,mean_reversion,-0.0004362914517132893,-2.310889070207391,-0.004822109211714785,0.4958807956247605,229656
GC_signed_notional_share,HG,1,momentum,3.030368374081621e-05,1.7164304155710701,0.0034932288264262804,0.4307447614866236,241433
GC_signed_notional_share,HG,2,momentum,2.190589116451051e-05,0.8745209580525946,0.001780770249880045,0.467280613006485,241172
GC_signed_notional_share,HG,5,mean_reversion,-6.350880939141246e-06,-0.16124035828677816,-0.00032885108060327613,0.4859490037852003,240410
GC_signed_notional_share,HG,10,momentum,8.756555194457879e-05,1.601790846746008,0.0032753064631730567,0.4921938370196931,239170
GC_signed_notional_share,HG,20,momentum,8.716281299631101e-05,1.1289042115518648,0.0023201715793732215,0.49322046785107837,236742
GC_signed_notional_share,HG,50,mean_reversion,-7.993885048336115e-05,-0.6366336347547802,-0.0013284713393829598,0.4951623297453583,229656
GC_signed_notional_share,PL,1,momentum,2.0394253170648482e-05,0.83039468767728,0.001690002804745164,0.4451214208496767,241433
GC_signed_notional_share,PL,2,mean_reversion,-2.315181827488022e-05,-0.6742903517542275,-0.0013730453903366415,0.4774890949198083,241172
GC_signed_notional_share,PL,5,mean_reversion,-3.293522394313364e-05,-0.6174578849912268,-0.001259309671829242,0.49035397861985774,240410
GC_signed_notional_share,PL,10,momentum,8.828059083765118e-06,0.11775990855621335,0.00024079413865921842,0.4933101977672785,239170
GC_signed_notional_share,PL,20,momentum,2.6730807206842848e-05,0.2534159304200955,0.0005208324464887067,0.4947917986669032,236742
GC_signed_notional_share,PL,50,mean_reversion,-0.0001971175863183241,-1.173100365573207,-0.002447917977769184,0.49672989166405407,229656
GC_signed_notional_share,PA,1,momentum,0.00036481384622703535,11.786077806371635,0.023979928484631385,0.3862106671416086,241433
GC_signed_notional_share,PA,2,momentum,0.0003770515290459633,8.810943187562817,0.017938696025029996,0.4438077388751596,241172
GC_signed_notional_share,PA,5,momentum,0.00034223714476931227,5.2135742146759565,0.01063252842149434,0.47337881119753755,240410
GC_signed_notional_share,PA,10,momentum,0.00037828946544856274,4.150267472345622,0.008486114992378783,0.482995358949701,239170
GC_signed_notional_share,PA,20,momentum,0.0003177180768921542,2.5013101748432405,0.005140744143371448,0.4867492882547246,236742
GC_signed_notional_share,PA,50,mean_reversion,-2.8668617271984985e-05,-0.14386930024103298,-0.00030021411310040543,0.49126955098059705,229656
GC_abs_signed_notional_share,GC,1,momentum,2.4845097086790488e-05,1.3185998418968354,0.0026835824245373414,0.458346622044211,241433
GC_abs_signed_notional_share,GC,2,momentum,6.104436896515916e-05,2.2978609261999146,0.004679046319268605,0.4915164281093991,241172
GC_abs_signed_notional_share,GC,5,momentum,0.00010543549907018571,2.5215918064636016,0.0051427401821116355,0.5062060646395741,240410
GC_abs_signed_notional_share,GC,10,momentum,0.00011656551624251803,1.973934706424625,0.004036246760657357,0.5120541873980851,239170
GC_abs_signed_notional_share,GC,20,momentum,0.00020267124316942782,2.4107496188236768,0.004954626879879524,0.5159456285745664,236742
GC_abs_signed_notional_share,GC,50,momentum,0.00016116766825956233,1.1962628954603562,0.0024962511171091493,0.5211054794997736,229656
GC_abs_signed_notional_share,SI,1,momentum,3.516984233920673e-05,0.8762801967634699,0.0017833877938666374,0.44542792410316734,241433
GC_abs_signed_notional_share,SI,2,momentum,8.639831428530166e-05,1.5293946484397745,0.0031142668180806333,0.4827840711193671,241172
GC_abs_signed_notional_share,SI,5,momentum,0.0001641047194762076,1.8520029530328705,0.0037771490170211658,0.5021255355434466,240410
GC_abs_signed_notional_share,SI,10,momentum,0.00019916794936804727,1.5956976295513108,0.0032628473204411026,0.5101726805201321,239170
GC_abs_signed_notional_share,SI,20,momentum,0.0003364212290101424,1.8881393541889961,0.0038805649133464475,0.517394463170878,236742
GC_abs_signed_notional_share,SI,50,momentum,0.00032775599055941606,1.1470558350994566,0.002393570961239098,0.5176611976173059,229656
GC_abs_signed_notional_share,HG,1,momentum,6.129186288952797e-06,0.22932032110517622,0.00046670878660807683,0.4336606843306425,241433
GC_abs_signed_notional_share,HG,2,momentum,1.839284239134887e-05,0.48504623505364397,0.0009876914274994692,0.46954041099298427,241172
GC_abs_signed_notional_share,HG,5,momentum,6.065722938298302e-05,1.0173554976058117,0.0020749008264221874,0.4878249656836238,240410
GC_abs_signed_notional_share,HG,10,momentum,8.623527898196602e-05,1.042263385884408,0.0021312036893852923,0.4939290044738052,239170
GC_abs_signed_notional_share,HG,20,momentum,3.913130941494384e-05,0.3348454324751684,0.0006881901538655484,0.49932838279646197,236742
GC_abs_signed_notional_share,HG,50,mean_reversion,-2.4117696371626422e-05,-0.12691193537313067,-0.0002648289415251476,0.5019638067370328,229656
GC_abs_signed_notional_share,PL,1,momentum,4.140916517378744e-05,1.1137437294613834,0.0022666665709322716,0.449047976043043,241433
GC_abs_signed_notional_share,PL,2,momentum,1.002216626764082e-05,0.19281842770492982,0.00039263305754837934,0.4817847843033188,241172
GC_abs_signed_notional_share,PL,5,momentum,9.177331104164096e-06,0.11366120612080041,0.00023181300184037053,0.49556174867933944,240410
GC_abs_signed_notional_share,PL,10,momentum,6.77833538577489e-05,0.5974161070098641,0.0012215888710115173,0.5011289041267718,239170
GC_abs_signed_notional_share,PL,20,momentum,0.00011640970054288186,0.729132822510481,0.0014985468997267325,0.5042155595542828,236742
GC_abs_signed_notional_share,PL,50,momentum,0.00024661999980476215,0.9697795226028091,0.0020236486573451617,0.5056127425366636,229656
GC_abs_signed_notional_share,PA,1,mean_reversion,-3.271407844525739e-05,-0.6979426872565698,-0.0014204397150084987,0.37996462786777285,241433
GC_abs_signed_notional_share,PA,2,momentum,2.0187996351628228e-05,0.3115807225787112,0.0006344667262454584,0.43821007413795965,241172
GC_abs_signed_notional_share,PA,5,mean_reversion,-6.772172646721491e-05,-0.6814935956684756,-0.0013899107108499426,0.47064597978453476,240410
GC_abs_signed_notional_share,PA,10,mean_reversion,-7.918178827425922e-05,-0.5739619994941787,-0.0011736302771375798,0.48011456286323534,239170
GC_abs_signed_notional_share,PA,20,mean_reversion,-1.9995165089085662e-05,-0.104001618830083,-0.00021374908670401645,0.4862973194447964,236742
GC_abs_signed_notional_share,PA,50,mean_reversion,-3.752065534273327e-06,-0.012441338637303375,-2.596151927882617e-05,0.4890401295851186,229656
SI_signed_notional_share,GC,1,mean_reversion,-1.3384720097746737e-05,-0.3928196902228125,-0.0007994597315903062,0.4526141828167649,241433
SI_signed_notional_share,GC,2,mean_reversion,-1.1147668656917643e-05,-0.23203606418320158,-0.00047249128249328323,0.48329822699152475,241172
SI_signed_notional_share,GC,5,momentum,1.4420669242856068e-05,0.1907646410675894,0.00038906609775970374,0.49408926417370325,240410
SI_signed_notional_share,GC,10,momentum,0.0001320796819092996,1.237107227867305,0.0025296149476005943,0.49799305933018356,239170
SI_signed_notional_share,GC,20,momentum,0.0002224230795893323,1.4635504764886709,0.00300794519492981,0.4987285737216041,236742
SI_signed_notional_share,GC,50,momentum,0.00011597900076074425,0.476196885106851,0.0009936863607849,0.49772703521789113,229656
SI_signed_notional_share,SI,1,mean_reversion,-0.0002793791287707014,-3.8493928009813314,-0.007833978695732166,0.4352636135076812,241433
SI_signed_notional_share,SI,2,mean_reversion,-0.0004456496912688534,-4.36235442711763,-0.008882642269303416,0.4700918846300566,241172
SI_signed_notional_share,SI,5,mean_reversion,-0.0005926245144564822,-3.6994718527864214,-0.007544889924999743,0.4862360134769768,240410
SI_signed_notional_share,SI,10,mean_reversion,-0.00029865937668996384,-1.3234799530073802,-0.0027062271148612814,0.4905924656102354,239170
SI_signed_notional_share,SI,20,mean_reversion,-0.00015132623959984723,-0.46982169825969394,-0.0009655995312740878,0.493457012274966,236742
SI_signed_notional_share,SI,50,mean_reversion,-0.00023558687258893004,-0.4560826762256712,-0.0009517138129890205,0.49671682864806493,229656
SI_signed_notional_share,HG,1,mean_reversion,-5.255789919712544e-06,-0.10874035333948402,-0.00022130652182133988,0.4301731743382222,241433
SI_signed_notional_share,HG,2,mean_reversion,-2.5550894767641515e-05,-0.3725961196905159,-0.0007587113151786141,0.4670069493971108,241172
SI_signed_notional_share,HG,5,mean_reversion,-0.0001337864900577216,-1.2411753194752,-0.00253137963538079,0.48465538039183065,240410
SI_signed_notional_share,HG,10,mean_reversion,-7.36991424310658e-05,-0.4926800351952773,-0.0010074261215192231,0.49066354475895807,239170
SI_signed_notional_share,HG,20,mean_reversion,-0.00011395101355116457,-0.5393983351560384,-0.0011085965256265144,0.4942680217282949,236742
SI_signed_notional_share,HG,50,mean_reversion,-0.00045122577661617705,-1.3134748980842923,-0.002740836562061088,0.4956804960462605,229656
SI_signed_notional_share,PL,1,mean_reversion,-6.392811191257247e-05,-0.9508093226797892,-0.0019350674229939935,0.4447734982376063,241433
SI_signed_notional_share,PL,2,mean_reversion,-0.00016529379071024726,-1.7585075483298782,-0.003580797905800292,0.47628663360589124,241172
SI_signed_notional_share,PL,5,mean_reversion,-0.00020294023017880053,-1.3902598795005874,-0.0028354355909404718,0.49040805290961276,240410
SI_signed_notional_share,PL,10,mean_reversion,-0.00022001969599841882,-1.0725731998864292,-0.002193180423845571,0.49465233934021824,239170
SI_signed_notional_share,PL,20,mean_reversion,-3.455632943669096e-05,-0.11973354869482848,-0.00024608209736531493,0.4972966351555702,236742
SI_signed_notional_share,PL,50,momentum,0.00040454523781881,0.8799768945759647,0.0018362572767586373,0.4986719267077716,229656
SI_signed_notional_share,PA,1,momentum,0.0007143648400755704,8.429108743037387,0.01715225584149768,0.38444206053025065,241433
SI_signed_notional_share,PA,2,momentum,0.0007394628229133152,6.3114260139650735,0.012850794849612731,0.44365846781550095,241172
SI_signed_notional_share,PA,5,momentum,0.0005651973177132465,3.1461006897582844,0.006416367348317306,0.4721600598976748,240410
SI_signed_notional_share,PA,10,momentum,0.0005375233382317044,2.155112091029421,0.004406706343508074,0.48297863444411926,239170
SI_signed_notional_share,PA,20,momentum,0.0007522094008151731,2.164359482537549,0.00444825091597211,0.48876836387290806,236742
SI_signed_notional_share,PA,50,momentum,0.0005153753478448429,0.9453242487794428,0.0019726177932970317,0.4918094889748145,229656
SI_abs_signed_notional_share,GC,1,momentum,2.048151424210702e-06,0.04585991969186777,9.333333220517817e-05,0.4583300543007791,241433
SI_abs_signed_notional_share,GC,2,mean_reversion,-1.602230614294931e-05,-0.25444412347119627,-0.0005181204392856193,0.4914998424361037,241172
SI_abs_signed_notional_share,GC,5,mean_reversion,-7.242643411211235e-05,-0.7310343046346021,-0.0014909490985539498,0.5061686285928206,240410
SI_abs_signed_notional_share,GC,10,mean_reversion,-1.0412023216894346e-05,-0.07441820314696972,-0.00015216950878338707,0.5119956516285488,239170
SI_abs_signed_notional_share,GC,20,momentum,0.00011840739256177022,0.5946753080370845,0.0012222041673352075,0.5158991644913028,236742
SI_abs_signed_notional_share,GC,50,mean_reversion,-0.0005746158839051537,-1.8014366048391077,-0.0037590569709625393,0.521048873097154,229656
SI_abs_signed_notional_share,SI,1,momentum,0.00019900692754703852,2.091917169723412,0.004257395844727512,0.4454237821673094,241433
SI_abs_signed_notional_share,SI,2,momentum,0.00031700093685855087,2.367400563819537,0.004820643981437189,0.48277992470104325,241172
SI_abs_signed_notional_share,SI,5,momentum,0.00043942466079934417,2.092974206660768,0.004268600017439749,0.5020964186181939,240410
SI_abs_signed_notional_share,SI,10,momentum,0.0010260190174439029,3.4696052720394133,0.007094431563336157,0.5101057824978049,239170
SI_abs_signed_notional_share,SI,20,momentum,0.0013434351762164542,3.183607452422656,0.006542961949508511,0.5173395510724755,236742
SI_abs_signed_notional_share,SI,50,momentum,0.00037407471504165643,0.5529454011867568,0.0011538383095631738,0.5176045912146863,229656
SI_abs_signed_notional_share,HG,1,mean_reversion,-2.7052113028070543e-05,-0.42701339502889385,-0.0008690501083650378,0.4336689682023584,241433
SI_abs_signed_notional_share,HG,2,mean_reversion,-5.32484785612564e-05,-0.5924279772614044,-0.0012063507597955246,0.46955699666627965,241172
SI_abs_signed_notional_share,HG,5,mean_reversion,-0.00012520964315734144,-0.8863101178876346,-0.001807634159883681,0.4878000083191215,240410
SI_abs_signed_notional_share,HG,10,mean_reversion,-0.0002117198390685885,-1.0800379841818124,-0.0022084442204931614,0.49387464983066437,239170
SI_abs_signed_notional_share,HG,20,mean_reversion,-0.0005952653688154569,-2.1507051500258885,-0.004420188707672683,0.49926924669049005,236742
SI_abs_signed_notional_share,HG,50,mean_reversion,-0.0008655187406564866,-1.9237008406357672,-0.004014181717606471,0.5019202633504023,229656
SI_abs_signed_notional_share,PL,1,mean_reversion,-4.597143407431905e-05,-0.5216466786209405,-0.0010616458958336006,0.44903969217132705,241433
SI_abs_signed_notional_share,PL,2,mean_reversion,-0.00017214903408176675,-1.3972921272200833,-0.002845272146977552,0.4817847843033188,241172
SI_abs_signed_notional_share,PL,5,mean_reversion,-0.00034190875860120825,-1.7871744487625891,-0.003644933456248731,0.4955284721933364,240410
SI_abs_signed_notional_share,PL,10,mean_reversion,-0.0005113165916017219,-1.90209241094378,-0.003889347898096584,0.5010745494836308,239170
SI_abs_signed_notional_share,PL,20,mean_reversion,-0.0007671762372512124,-2.028906468621393,-0.004169869172221476,0.5041395274180331,236742
SI_abs_signed_notional_share,PL,50,mean_reversion,-0.0027433152497544694,-4.556486692877791,-0.009507656201230261,0.5055474274567179,229656
SI_abs_signed_notional_share,PA,1,mean_reversion,-0.00017702409911266324,-1.5933815262147082,-0.003242806071827966,0.37998533754706276,241433
SI_abs_signed_notional_share,PA,2,mean_reversion,-0.00022681590457827896,-1.4768850938121707,-0.0030073439525463916,0.4382142205562835,241172
SI_abs_signed_notional_share,PA,5,mean_reversion,-0.0004535311528651267,-1.926201873661972,-0.003928474984255222,0.47062518198078285,240410
SI_abs_signed_notional_share,PA,10,mean_reversion,-0.0004568562989612939,-1.3977317121212396,-0.0028580545192659554,0.4800602082200945,239170
SI_abs_signed_notional_share,PA,20,mean_reversion,-0.0003913740364347638,-0.8595158776360835,-0.0017665153048428116,0.48625930337667167,236742
SI_abs_signed_notional_share,PA,50,mean_reversion,-0.0014789256321169268,-2.071276222554107,-0.0043221213490785585,0.4889878775211621,229656
HG_signed_notional_share,GC,1,momentum,8.160126087419301e-05,1.1999384714122008,0.002442087192100814,0.4507296020013834,241433
HG_signed_notional_share,GC,2,momentum,7.625646291917684e-05,0.795408426561322,0.0016196753633423535,0.4825684573665268,241172
HG_signed_notional_share,GC,5,mean_reversion,-2.5940901304739687e-05,-0.17197796358949538,-0.00035075051523338475,0.493664988977164,240410
HG_signed_notional_share,GC,10,mean_reversion,-1.3874009535635073e-05,-0.06513920935295846,-0.00013319592649981192,0.49571852657105825,239170
HG_signed_notional_share,GC,20,momentum,4.024463359603764e-05,0.13271179968508845,0.0002727556156285707,0.49610546502099334,236742
HG_signed_notional_share,GC,50,mean_reversion,-0.0009770165199970513,-1.9986405411300363,-0.0041705555336568854,0.49493154979621695,229656
HG_signed_notional_share,SI,1,mean_reversion,-1.7022001711529885e-05,-0.11750939304539268,-0.00023915312163987166,0.4356239619273256,241433
HG_signed_notional_share,SI,2,momentum,7.47906966686044e-05,0.36685925039380185,0.0007470294296969741,0.47081750783673065,241172
HG_signed_notional_share,SI,5,mean_reversion,-0.0004234027325304699,-1.3245802570986838,-0.0027014829761112342,0.4852460380183853,240410
HG_signed_notional_share,SI,10,mean_reversion,-0.00021125872525767372,-0.4692724164940799,-0.0009595625537202668,0.4905172053351173,239170
HG_signed_notional_share,SI,20,mean_reversion,-0.00032779741398422337,-0.5100350743954506,-0.001048247855747322,0.4922954101933751,236742
HG_signed_notional_share,SI,50,mean_reversion,-0.002567671710120677,-2.476621414177364,-0.00516793231628392,0.49443515518862996,229656
HG_signed_notional_share,HG,1,mean_reversion,-6.281097156568846e-05,-0.6511268746468781,-0.0013251612347528587,0.42743535473609656,241433
HG_signed_notional_share,HG,2,mean_reversion,-0.0007562843603074177,-5.526959500986013,-0.01125374675292033,0.4643532416698456,241172
HG_signed_notional_share,HG,5,mean_reversion,-0.0011618990278069914,-5.402434520436622,-0.011017642930380862,0.4820057401938355,240410
HG_signed_notional_share,HG,10,mean_reversion,-0.00105555910841224,-3.5372583171211063,-0.007232757105526942,0.4880503407618012,239170
HG_signed_notional_share,HG,20,mean_reversion,-0.0012798537863836187,-3.0362365861633323,-0.00624009687358082,0.4911507041420618,236742
HG_signed_notional_share,HG,50,mean_reversion,-0.0024396001899943164,-3.5381706482505346,-0.00738295007651168,0.49416954053018425,229656
HG_signed_notional_share,PL,1,mean_reversion,-9.989671289655858e-05,-0.7444395423350098,-0.0015150690218450353,0.44216822058293603,241433
HG_signed_notional_share,PL,2,mean_reversion,-0.00017156475564519577,-0.9146507882608271,-0.0018624855760324963,0.4749970975071733,241172
HG_signed_notional_share,PL,5,mean_reversion,-0.0002150974313867409,-0.7384772068842343,-0.0015061289106141206,0.48838234682417536,240410
HG_signed_notional_share,PL,10,mean_reversion,-0.0006343415599071545,-1.550101846918216,-0.0031696150201492596,0.4911903666847849,239170
HG_signed_notional_share,PL,20,mean_reversion,-0.0011452504268868362,-1.9886940715061752,-0.004087224847224155,0.49303461151802386,236742
HG_signed_notional_share,PL,50,mean_reversion,-0.002331227668571916,-2.5264819705947312,-0.0052719727999207735,0.4953756923398474,229656
HG_signed_notional_share,PA,1,momentum,0.000905767058565563,5.354476234255017,0.010896692451919859,0.3828639829683598,241433
HG_signed_notional_share,PA,2,momentum,0.0008705748700853018,3.7233637601789917,0.007581608308767842,0.4397027847345463,241172
HG_signed_notional_share,PA,5,momentum,0.000609760510314983,1.700986148265488,0.0034691550124390435,0.47039640613951167,240410
HG_signed_notional_share,PA,10,momentum,0.0006682930177659424,1.3430971663959517,0.00274633972644937,0.47990968766985825,239170
HG_signed_notional_share,PA,20,momentum,0.0005322684326505238,0.7675262643485073,0.0015774546540813419,0.48620439127826914,236742
HG_signed_notional_share,PA,50,mean_reversion,-0.0008842481135262765,-0.8080776721250352,-0.001686224839387897,0.49041174626397743,229656
HG_abs_signed_notional_share,GC,1,mean_reversion,-1.1676972858013474e-05,-0.1363146272221746,-0.0002774252122169115,0.4582389317119035,241433
HG_abs_signed_notional_share,GC,2,mean_reversion,-0.0001079615373635994,-0.89402886851199,-0.0018204937034890063,0.4908986117791452,241172
HG_abs_signed_notional_share,GC,5,mean_reversion,-0.00025127836410308136,-1.3225883531558427,-0.002697420515282561,0.505340876003494,240410
HG_abs_signed_notional_share,GC,10,mean_reversion,-0.00031821910615477796,-1.186198031865736,-0.002425517350898325,0.5112221432453903,239170
HG_abs_signed_notional_share,GC,20,mean_reversion,-0.00044791800940117255,-1.172598472459017,-0.0024099733565919046,0.5149952268714465,236742
HG_abs_signed_notional_share,GC,50,momentum,0.0002223754538848087,0.36133369866285553,0.0007539999829601177,0.520151879332567,229656
HG_abs_signed_notional_share,SI,1,mean_reversion,-5.261996161963927e-05,-0.2883791797695947,-0.0005869043262389996,0.4454320660390253,241433
HG_abs_signed_notional_share,SI,2,mean_reversion,-0.00020357726474578257,-0.7927758593419834,-0.001614314729742197,0.48223674390061866,241172
HG_abs_signed_notional_share,SI,5,mean_reversion,-0.00036364039096904634,-0.9031839119708187,-0.0018420482362282915,0.5013393785616239,240410
HG_abs_signed_notional_share,SI,10,momentum,0.00014334136572220782,0.25279643686813175,0.0005169152613168457,0.5093113684826692,239170
HG_abs_signed_notional_share,SI,20,momentum,0.0003513737708402179,0.4340220432891763,0.0008920224667260758,0.5164229414299111,236742
HG_abs_signed_notional_share,SI,50,momentum,0.000895851687733134,0.6863464264161783,0.0014322074361848836,0.516685825756784,229656
HG_abs_signed_notional_share,HG,1,momentum,0.00012297281115425157,1.0120246953780185,0.002059651167976252,0.4337849424063819,241433
HG_abs_signed_notional_share,HG,2,mean_reversion,-0.0007012890346922974,-4.068688252454262,-0.00828472063819023,0.4692211367820477,241172
HG_abs_signed_notional_share,HG,5,mean_reversion,-0.000547219940251908,-2.0199502180483684,-0.004119670894376098,0.4870429682625515,240410
HG_abs_signed_notional_share,HG,10,mean_reversion,-0.0008717776377405469,-2.319383949278866,-0.004742597055331607,0.4931220470794832,239170
