feature,root,horizon,bucket,bucket_type,observations,mean_bps,median_bps,vol_bps,tstat,hit_rate,sharpe_per_event,baseline_mean_bps,excess_mean_bps
md_rolling,SI,1,6,decile,24089,0.09309116660368952,0.0,14.798356125237985,0.9763474226861992,0.4390385653202707,0.006290642407566228,,
md_rolling,SI,1,7,decile,24104,0.1250291843462495,0.0,15.290829509174504,1.2694772175894355,0.44498838367076005,0.00817674307801496,,
md_rolling,SI,1,8,decile,24108,-0.02060405268566206,0.0,15.279145470905743,-0.2093795091457303,0.44001991040318567,-0.0013485081822734067,,
md_rolling,SI,1,9,decile,24103,0.1085926971652147,0.0,15.517886932478477,1.0864345974807534,0.4480770028627142,0.006997904910489675,,
md_rolling,SI,1,10,decile,24140,0.04558126231769684,0.0,16.245741759243458,0.43592867323192297,0.457953603976802,0.002805735988740689,,
md_rolling,SI,2,1,decile,24028,0.030180935735011006,0.0,20.772073713563774,0.22522243892896632,0.48543366072914934,0.0014529572805869364,,
md_rolling,SI,2,2,decile,24056,0.057178001994209235,0.0,21.087300616546248,0.4205519913288772,0.48254073827735283,0.0027114898693739995,,
md_rolling,SI,2,3,decile,24034,0.08734012386986509,0.0,20.910138200095876,0.6475449618670776,0.4804027627527669,0.004176927145773939,,
md_rolling,SI,2,4,decile,24057,-0.14230504962652984,0.0,21.44867592235767,-1.0290596695736742,0.4802760111402087,-0.0066346775969603755,,
md_rolling,SI,2,5,decile,24057,0.06396566734403106,0.0,20.69572448213694,0.47938786377201176,0.4853888681049175,0.003090767245149674,,
md_rolling,SI,2,6,decile,24069,0.19532485586827192,0.0,21.10704478626278,1.4356848063092988,0.4816569030703394,0.009254012480013134,,
md_rolling,SI,2,7,decile,24082,0.21347254335558374,0.0,21.06502423599714,1.5726292074682742,0.48554937297566647,0.010133980429549634,,
md_rolling,SI,2,8,decile,24088,-0.13971533472152092,0.0,21.76903969356294,-0.9961051272357818,0.47579707738292926,-0.00641807524301747,,
md_rolling,SI,2,9,decile,24089,0.09552720630436762,0.0,21.90419887881225,0.6768759582735482,0.4813400307194155,0.0043611367314953615,,
md_rolling,SI,2,10,decile,24125,0.22740086192789488,0.0,21.97471326574132,1.6073207470251523,0.490279792746114,0.010348297116687019,,
md_rolling,SI,5,1,decile,23951,-0.13911329050370572,0.7378712417960287,32.32157750227038,-0.666097647227998,0.5012734332595716,-0.004304037774577491,,
md_rolling,SI,5,2,decile,23973,0.1780963526496473,1.0280133650786283,32.90686134369944,0.8379724812778909,0.502690526842698,0.005412134289852191,,
md_rolling,SI,5,3,decile,23927,0.4059075262005792,1.2746160236476456,32.639339708243625,1.9236668647453696,0.5060392025744974,0.012436143924138889,,
md_rolling,SI,5,4,decile,23940,-0.20398630219651598,0.0,32.901684413074584,-0.959279019187124,0.49523809523809526,-0.006199874135181213,,
md_rolling,SI,5,5,decile,23983,0.2382138912885883,0.983429218477383,32.68019219810395,1.1288447959059245,0.5022307467789684,0.007289243889526727,,
md_rolling,SI,5,6,decile,23989,0.3857395301633658,0.8584059407112932,32.93590786067734,1.8139720051522152,0.5018967026553837,0.011711823211161754,,
md_rolling,SI,5,7,decile,24016,0.2029124787319993,0.9708266596630821,33.51511074039105,0.9382497013893297,0.5029563624250499,0.006054357997017071,,
md_rolling,SI,5,8,decile,24025,-0.1278273770017622,0.4132487551444797,34.567769234218794,-0.5731710166492293,0.5000208116545265,-0.003697877526769221,,
md_rolling,SI,5,9,decile,24038,0.12816031773320816,0.5990176763148725,34.72671904202171,0.5721883188187736,0.5005408103835594,0.003690539194852396,,
md_rolling,SI,5,10,decile,24086,0.6420325382206542,1.4089915671222641,34.00213445725499,2.930442466602777,0.5082620609482688,0.018882124562732108,,
md_rolling,SI,10,1,decile,23805,-0.25412075407870227,1.4325621398336708,45.591568221207176,-0.8599826654809534,0.5069103129594623,-0.005573854201411228,,
md_rolling,SI,10,2,decile,23805,0.04860444834877947,1.7048844982037181,46.633515602509476,0.1608095934601183,0.5130434782608696,0.0010422642968432759,,
md_rolling,SI,10,3,decile,23773,0.49692112178444864,1.5734403305245337,45.353443087638134,1.6893482616409807,0.5100744542127624,0.010956634997352452,,
md_rolling,SI,10,4,decile,23788,0.331733105754283,1.5348016299032707,46.018508933339575,1.1118219321429321,0.5086177904825963,0.007208688709032647,,
md_rolling,SI,10,5,decile,23867,-0.09621476754793787,1.5050041415998194,45.51849259791101,-0.32655232490653346,0.5078141366740688,-0.0021137511823568927,,
md_rolling,SI,10,6,decile,23849,0.37674401076336145,1.614856684977184,46.43789976616571,1.2528782614240224,0.5104616545767118,0.008112856366468456,,
md_rolling,SI,10,7,decile,23896,0.6679504307068844,1.9186492944567313,46.98451647151081,2.197617360590147,0.5143538667559424,0.01421639469487566,,
md_rolling,SI,10,8,decile,23946,0.10892181656725637,1.6488047212415147,48.82003376098426,0.34524968375330156,0.5113171302096383,0.002231088513795825,,
md_rolling,SI,10,9,decile,23953,0.15510980817042644,1.334222817188646,48.84801533063628,0.4914420282699688,0.5045297040036738,0.0031753553777065196,,
md_rolling,SI,10,10,decile,24011,1.5436233504758254,2.00944439538997,48.214537350511584,4.96099123390671,0.5149723043605015,0.032015724619608874,,
md_rolling,SI,20,1,decile,23559,-0.08534160932168701,2.3310023415668013,64.88828670341678,-0.20187054107431504,0.515514240842141,-0.001315208239535676,,
md_rolling,SI,20,2,decile,23532,0.3757670411402261,2.8136020752356217,65.33218261145416,0.8823094639423908,0.5166156722760497,0.005751637648094522,,
md_rolling,SI,20,3,decile,23520,0.8730187575187014,3.0120515630582823,64.32296751542535,2.081498783789279,0.5201530612244898,0.013572426634535199,,
md_rolling,SI,20,4,decile,23541,0.8642729377483738,3.0395137012106943,65.54620400021224,2.0230928857015034,0.5190093878764709,0.01318570542613841,,
md_rolling,SI,20,5,decile,23622,0.4673657219477997,2.9050833994270775,65.17886831588854,1.1020679527924357,0.5167640335280671,0.0071705099217543615,,
md_rolling,SI,20,6,decile,23626,0.29855392989635593,2.6280892061780747,65.80434098428258,0.6973701401578676,0.5162532802844324,0.004536994450984105,,
md_rolling,SI,20,7,decile,23667,0.27689626040286835,2.9116319902877663,67.24659637539952,0.633458820859094,0.5193307136519204,0.0041176249108150235,,
md_rolling,SI,20,8,decile,23718,0.14979790166775703,1.9794378514048638,69.3952021084924,0.332441564388093,0.5098659246142171,0.0021586204394010286,,
md_rolling,SI,20,9,decile,23735,0.24935510470234729,2.740101400897643,69.56271166986008,0.5522508311962504,0.5156098588582263,0.003584608746791956,,
md_rolling,SI,20,10,decile,23755,2.7670289677169144,3.77477198568954,68.50123224441185,6.225766656775389,0.5242685750368343,0.04039385682646083,,
