index,root,relative_bar,mean,median,count
127,HG,36,0.00014512294500326533,0.00012830391286722254,12084
128,HG,37,0.0001572361738972031,0.00017194086160676747,12084
129,HG,38,0.00016640856343228848,0.0001962516424149907,12084
130,HG,39,0.00016492019125568182,0.00018026485374789125,12084
131,HG,40,0.00017395744497514704,0.0001967634971258292,12084
132,HG,41,0.00017742475677108907,0.000190503426997779,12084
133,HG,42,0.00018946093542395137,0.0002416174171897545,12084
134,HG,43,0.00019291688971542526,0.00023370731677596623,12084
135,HG,44,0.00019235086805361097,0.00021390826832567988,12084
136,HG,45,0.00020372139881249572,0.00023087158536272412,12084
137,HG,46,0.0002015234554019376,0.00023106895824664964,12084
138,HG,47,0.00019915892394022083,0.0002568108587064355,12084
139,HG,48,0.00020278259696710665,0.00024150221581165088,12084
140,HG,49,0.00019490553041687158,0.0002017959849447415,12083
141,HG,50,0.00018519546182556074,0.0002214103850517457,12083
142,PA,-20,-0.0004946471279068294,-0.00047892723968256945,12084
143,PA,-19,-0.000478561793527181,-0.0004825095057472417,12084
144,PA,-18,-0.00047029504728421254,-0.00047281348540106904,12084
145,PA,-17,-0.0004605025028504581,-0.0004926108772851379,12084
146,PA,-16,-0.0004310747546144292,-0.0004647920139451145,12084
147,PA,-15,-0.00040046600642855467,-0.0004319688549521139,12084
148,PA,-14,-0.0003570450739611949,-0.00044923632851334716,12084
149,PA,-13,-0.00033365247383585915,-0.00042707736782121586,12084
150,PA,-12,-0.0002966209614566209,-0.0003574627542874964,12084
151,PA,-11,-0.00027873359520309073,-0.00034376246222667106,12084
152,PA,-10,-0.0002607411362055809,-0.00034536366328552504,12084
153,PA,-9,-0.0002262028773409037,-0.00032685582378544353,12084
154,PA,-8,-0.00020230420279837008,-0.00028113584043332196,12084
155,PA,-7,-0.00018731689627417565,-0.0,12084
156,PA,-6,-0.00018048405243965005,-0.00028224682600441753,12084
157,PA,-5,-0.00013988741331374504,-0.0,12084
158,PA,-4,-0.00010306606967952924,-0.0,12084
159,PA,-3,-7.19228554905614e-05,-0.0,12084
160,PA,-2,-3.3370508691335935e-05,-0.0,12084
161,PA,-1,-3.3732961964933513e-05,-0.0,12084
162,PA,0,0.0,0.0,12084
163,PA,1,5.074898159084145e-05,0.0,12084
164,PA,2,5.397287173192711e-05,0.0,12084
165,PA,3,0.00010018496689891148,0.0,12084
166,PA,4,0.00010343378632013595,0.0,12084
167,PA,5,0.00011486553557441418,0.0,12084
168,PA,6,0.00013691367277145604,0.0,12084
169,PA,7,0.00016460700962455004,0.0,12084
170,PA,8,0.00018370569134993386,0.0,12084
171,PA,9,0.00018972083716763274,0.0,12084
172,PA,10,0.00021636025321095833,0.0,12084
173,PA,11,0.00024580766334479794,0.0,12084
174,PA,12,0.00026113876793762555,0.0,12084
175,PA,13,0.0002868780678175426,0.0,12084
176,PA,14,0.00027243981013914503,0.0,12084
177,PA,15,0.00028876073359653936,0.0,12084
178,PA,16,0.0002809751140814624,0.0,12084
179,PA,17,0.00028200574974153724,0.0,12084
180,PA,18,0.00027882223678690244,0.0,12084
181,PA,19,0.0002730723930681533,0.0,12084
182,PA,20,0.0002719379476669896,0.0,12084
183,PA,21,0.00027880590780482147,0.0,12084
184,PA,22,0.000281558285123801,0.0,12084
185,PA,23,0.0002870526438779795,0.0,12084
186,PA,24,0.0002833363764105741,0.0,12084
187,PA,25,0.0002729564353515804,0.0,12084
188,PA,26,0.000288476865788575,0.0,12084
189,PA,27,0.00030820393454648165,0.0,12084
190,PA,28,0.00031704478209743526,0.0,12084
191,PA,29,0.00031786019866281395,0.0,12084
192,PA,30,0.00032511723554462903,0.0,12084
193,PA,31,0.00032190723302667534,0.0,12084
194,PA,32,0.00034306920715312456,0.0,12084
195,PA,33,0.0003424001369920677,0.0,12084
196,PA,34,0.0003563745996420383,0.0,12084
197,PA,35,0.00034721596265314313,0.0003356835816585857,12084
198,PA,36,0.00033452551482995055,0.00024838174594776774,12084
199,PA,37,0.00035555244193634594,0.0001286767190142868,12084
200,PA,38,0.00035426840661669526,0.00026830276207512327,12084
201,PA,39,0.000345706858796782,0.0003046311732743945,12084
202,PA,40,0.0003398636176111965,0.0002806256588518963,12084
203,PA,41,0.00033394926244959157,0.0003519887508973696,12084
204,PA,42,0.0003268804469460449,0.0003839513684198437,12084
205,PA,43,0.00032365579585845493,0.00034025613256005727,12084
206,PA,44,0.0003063335561554028,0.0003301421889387868,12084
207,PA,45,0.00030665170194500187,0.00038774732485880037,12084
208,PA,46,0.00026869910374596647,0.00028317223179374906,12084
209,PA,47,0.0002577356878709899,0.0,12084
210,PA,48,0.00024289855645297858,0.0,12084
211,PA,49,0.00021626843614861363,0.0,12083
212,PA,50,0.00018650089229562872,0.0,12083
213,PL,-20,-0.0004750030749373596,-0.0005466283439452546,12084
214,PL,-19,-0.00046968171934486206,-0.0005283061074603523,12084
215,PL,-18,-0.0004648072160151601,-0.000532368421363838,12084
216,PL,-17,-0.0004521526919062808,-0.0005180700176699027,12084
217,PL,-16,-0.00042004285529476836,-0.0005064961733243223,12084
218,PL,-15,-0.0004113145573321318,-0.0004384777363579673,12084
219,PL,-14,-0.0003626050172667731,-0.0004186509322599008,12084
220,PL,-13,-0.0003456407697286997,-0.00040751881168477055,12084
221,PL,-12,-0.0003250994471151357,-0.0004183226059719658,12084
222,PL,-11,-0.0002882514125987686,-0.00034948730862760513,12084
223,PL,-10,-0.00026225165404464886,-0.0003898559609423202,12084
224,PL,-9,-0.00021892991891628717,-0.0003250447003231294,12084
225,PL,-8,-0.00019749997737544117,-0.0003215815276735867,12084
226,PL,-7,-0.00018915906257823277,-0.0003034539629220845,12084
227,PL,-6,-0.00016736294283967344,-0.00023547882576790968,12084
228,PL,-5,-0.00015370528215592421,-0.00021113378948989237,12084
229,PL,-4,-0.00011839777334795272,-0.00018516814210745025,12084
230,PL,-3,-9.033863348092156e-05,-0.00010616840738864042,12084
231,PL,-2,-6.9716436673662e-05,-5.970918652842272e-05,12084
232,PL,-1,-4.91049387517949e-05,-0.0,12084
233,PL,0,0.0,0.0,12084
234,PL,1,3.92164700641733e-05,0.0,12084
235,PL,2,6.61164041862493e-05,0.0,12084
236,PL,3,9.536106991222343e-05,0.00010108163101030243,12084
237,PL,4,9.263592544276898e-05,0.00010306622123268383,12084
238,PL,5,0.00010470183357275538,0.00010660991755839788,12084
239,PL,6,0.00010784386621980476,0.00011517395020010923,12084
240,PL,7,0.0001433231839137115,0.0001222748833518139,12084
241,PL,8,0.0001484725031523366,0.00010945709325671515,12084
242,PL,9,0.00015006234314675056,0.00014871054089571345,12084
243,PL,10,0.00016046231308063433,0.00019444851858319012,12084
244,PL,11,0.00019658218273418217,0.0001990136792549002,12084
245,PL,12,0.000212101665403791,0.00020202744840069897,12084
246,PL,13,0.00022001588691039615,0.00020605818785845997,12084
247,PL,14,0.0002144881098430417,0.00021212657070890373,12084
248,PL,15,0.00021001086942581845,0.00021310604282742673,12084
249,PL,16,0.00021472656462715768,0.00022347619022200504,12084
250,PL,17,0.00022277394272114342,0.00021325372487490668,12084
251,PL,18,0.00021001754475496047,0.00021382032766492642,12084
252,PL,19,0.00019682935366721277,0.00020451994373926752,12084
253,PL,20,0.00017804724216824807,0.00020380146337828364,12084
254,PL,21,0.00018232502921431532,0.00020481311090270182,12084
255,PL,22,0.00019821912728210241,0.00021223046861384987,12084
256,PL,23,0.00020731950832031138,0.00027431692985979694,12084
257,PL,24,0.0002095820215406516,0.00026952588125572774,12084
258,PL,25,0.00019796439909366804,0.00025575182162418386,12084
259,PL,26,0.00020351668284758462,0.0003054376389295399,12084
260,PL,27,0.00020952063544246293,0.00030674837988398096,12084
261,PL,28,0.000205636310609591,0.0002822568295952621,12084
262,PL,29,0.00019791536747311032,0.00025418036743918293,12084
263,PL,30,0.0002009498577975145,0.00031162248273819415,12084
264,PL,31,0.00020676639332558376,0.0002986082532601131,12084
265,PL,32,0.00023012919807937975,0.0002825410279521101,12084
266,PL,33,0.00023967059314465474,0.00029086285822677027,12084
267,PL,34,0.00025629823440162167,0.0002545750553379911,12084
268,PL,35,0.00025575003514724987,0.0002477582873701145,12084
269,PL,36,0.00026233699934138683,0.0002866599057025354,12084
270,PL,37,0.00026374284912388473,0.00026149799823027564,12084
271,PL,38,0.0002752529690895973,0.00022631111263526904,12084
272,PL,39,0.0002715716085256787,0.00030332138371935713,12084
273,PL,40,0.000279846452571778,0.000341190963187632,12084
274,PL,41,0.0002677680890966899,0.0003822631272782928,12084
275,PL,42,0.0002620565920171547,0.00040222899348307806,12084
276,PL,43,0.00026048667581315315,0.00035717785291478066,12084
277,PL,44,0.00025991845716537043,0.0003894271351110312,12084
278,PL,45,0.0002460252214780486,0.00035077688945817087,12084
279,PL,46,0.0002271818806284229,0.0003194906550003651,12084
280,PL,47,0.00021245680748316456,0.00033235477305648686,12084
281,PL,48,0.00018987654537176918,0.0002958493212865676,12084
282,PL,49,0.0001724723439648365,0.000305017540872754,12083
283,PL,50,0.0001546540428432529,0.00032001707030815396,12083
284,SI,-20,-0.00021885049716801304,-0.0004487575793865606,12084
285,SI,-19,-0.00021421816291739544,-0.0004471605405655943,12084
286,SI,-18,-0.0002010939479944614,-0.00043075670274506095,12084
287,SI,-17,-0.0002075888883435968,-0.00045259109168127587,12084
288,SI,-16,-0.00017086753662772517,-0.0004090398233180803,12084
289,SI,-15,-0.00016088378871629037,-0.0003607860991192702,12084
290,SI,-14,-0.00013526705554593553,-0.0003356745233127345,12084
291,SI,-13,-0.00012077674824544475,-0.000311765571632483,12084
292,SI,-12,-9.680157301313497e-05,-0.00031993179519496096,12084
293,SI,-11,-9.530885064058454e-05,-0.00030685271566155414,12084
294,SI,-10,-9.070132617740996e-05,-0.00027137050222658665,12084
295,SI,-9,-5.7466105330854914e-05,-0.00023642061398265746,12084
296,SI,-8,-2.5250744343895044e-05,-0.00021216819862313052,12084
297,SI,-7,-2.1013479070778094e-05,-0.0001897733012450331,12084
298,SI,-6,-1.2505306771017776e-05,-0.00015120599152917968,12084
299,SI,-5,-2.123718402588703e-05,-0.00014774652496907237,12084
