ts_event,low,high,cum_low,cum_high,cum_low_pct,cum_high_pct,cum_high_minus_low_pct
2026-05-18T13:35:00.000000000+0000,-0.0011282702450339244,0.0,-0.0011282702450339244,0.0,-0.11282702450339244,0.0,0.11282702450339244
2026-05-18T13:40:00.000000000+0000,-0.0008463817237682747,0.0,-0.001974651968802199,0.0,-0.1974651968802199,0.0,0.1974651968802199
2026-05-18T13:45:00.000000000+0000,-0.001976170764836027,0.0005640952909384822,-0.003950822733638226,0.0005640952909384822,-0.3950822733638226,0.05640952909384822,0.45149180245767084
2026-05-18T13:50:00.000000000+0000,0.00028077143220617273,0.001126919336582155,-0.0036700513014320535,0.0016910146275206372,-0.36700513014320535,0.16910146275206372,0.5361065928952691
2026-05-18T13:55:00.000000000+0000,0.0002819691319215778,-7.930465351080329e-8,-0.0033880821695104757,0.0016909353228671264,-0.33880821695104757,0.16909353228671264,0.5079017492377602
2026-05-18T14:00:00.000000000+0000,-0.0022569502260694208,0.0005631423379455214,-0.0056450323955798964,0.002254077660812648,-0.5645032395579896,0.22540776608126478,0.7899110056392544
2026-05-18T14:05:00.000000000+0000,-0.0022564659596193692,0.0005639362789366942,-0.007901498355199266,0.002818013939749342,-0.7901498355199266,0.2818013939749342,1.0719512294948608
2026-05-18T14:10:00.000000000+0000,-0.0005639362789366942,-0.0005644136292133339,-0.00846543463413596,0.002253600310536008,-0.846543463413596,0.2253600310536008,1.0719034944671968
2026-05-18T14:15:00.000000000+0000,0.0002835656503759054,-0.0002822068594996452,-0.008181868983760054,0.001971393451036363,-0.8181868983760054,0.1971393451036363,1.0153262434796417
2026-05-18T14:20:00.000000000+0000,0.0008491814101221351,0.0,-0.007332687573637919,0.001971393451036363,-0.7332687573637919,0.1971393451036363,0.9304081024674282
2026-05-18T14:25:00.000000000+0000,-0.0005658547972338113,7.975320759356919e-8,-0.00789854237087173,0.0019714732042439564,-0.7898542370871731,0.19714732042439564,0.9870015575115687
2026-05-18T14:30:00.000000000+0000,0.0008471784458334852,0.00028372819029875984,-0.007051363925038245,0.0022552013945427163,-0.7051363925038245,0.22552013945427163,0.9306565319580962
2026-05-18T14:35:00.000000000+0000,-0.0005664950010615399,-0.00028220645391563437,-0.007617858926099785,0.001972994940627082,-0.7617858926099785,0.1972994940627082,0.9590853866726867
2026-05-18T14:40:00.000000000+0000,0.0014144722925459874,0.0002826855142501472,-0.006203386633553798,0.002255680454877229,-0.6203386633553798,0.2255680454877229,0.8459067088431027
2026-05-18T14:45:00.000000000+0000,-0.0011345959908402037,0.00028276535762472577,-0.007337982624394002,0.002538445812501955,-0.7337982624394002,0.2538445812501955,0.9876428436895957
2026-05-18T14:50:00.000000000+0000,-1.5973189260165555e-7,0.0005653710285002944,-0.007338142356286603,0.0031038168410022493,-0.7338142356286603,0.31038168410022493,1.0441959197288853
2026-05-18T14:55:00.000000000+0000,-0.0005662546989153583,-0.0002824459840828908,-0.007904397055201962,0.0028213708569193585,-0.7904397055201962,0.28213708569193585,1.072576791212132
2026-05-18T15:00:00.000000000+0000,0.0002838087148324675,0.00028252578235754555,-0.007620588340369494,0.003103896639276904,-0.7620588340369494,0.3103896639276904,1.0724484979646398
2026-05-18T15:05:00.000000000+0000,-0.002261328923061967,-0.0016986033801620337,-0.009881917263431461,0.0014052932591148704,-0.9881917263431461,0.14052932591148704,1.1287210522546332
2026-05-18T15:10:00.000000000+0000,0.0005683466930381798,0.0008487763078397492,-0.009313570570393281,0.0022540695669546196,-0.9313570570393281,0.22540695669546196,1.15676401373479
2026-05-18T15:15:00.000000000+0000,-0.0008462936877187133,-0.0011303426595539179,-0.010159864258111995,0.0011237269074007017,-1.0159864258111995,0.11237269074007017,1.1283591165512696
